"Format","AiM CSV File"
"Session","BMP Var2"
"Vehicle","GGR25"
"Racer","Faran_Kobe_James"
"Championship","TO Shootout"
"Comment",""
"Date","Saturday, October 4, 2025"
"Time","11:09 AM"
"Sample Rate","20"
"Duration","30"
"Segment","Session"
"Beacon Markers","30"
"Segment Times","0:30.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","1.2166","14","0.0000","0.0000","53.7684","-40.1139","0.0000","203.5025","71.6000","0.3700","10000.0000","44.49281778","-79.18129304"
"0.050","1.2166","14","0.0000","0.0000","53.7684","-40.1139","0.0000","203.5025","71.6000","0.3700","10000.0000","44.49281778","-79.18129304"
"0.100","1.2166","14","0.0000","0.0000","53.7684","-40.1139","0.0000","203.5025","71.6000","0.3700","10000.0000","44.49281778","-79.18129304"
"0.150","1.2166","14","0.0000","0.0000","53.7684","-40.1139","0.0000","203.5025","71.6000","0.3700","10000.0000","44.49281778","-79.18129304"
"0.200","1.2166","14","0.0000","0.0000","53.7684","-40.1139","0.0000","203.5025","71.6000","0.3700","10000.0000","44.49281778","-79.18129304"
"0.250","1.2166","14","0.0000","0.0000","53.7684","-40.1139","0.0000","203.5025","71.6000","0.3700","10000.0000","44.49281778","-79.18129304"
"0.300","1.2084","14","0.0066","-0.0018","54.6948","-38.2468","0.0000","203.5234","71.5790","0.3679","10000.0000","44.49281786","-79.18129304"
"0.350","1.1889","14","0.0224","-0.0062","56.9004","-33.8012","0.0000","203.5731","71.5290","0.3629","10000.0000","44.49281805","-79.18129302"
"0.400","1.1858","14","0.0232","-0.0042","56.9183","-31.7518","0.0000","203.6084","71.4580","0.3642","10000.0000","44.49281829","-79.18129308"
"0.450","1.2053","14","0.0036","0.0067","53.9151","-33.0113","0.0000","203.6240","71.3580","0.3742","10000.0000","44.49281859","-79.18129324"
"0.500","1.2130","14","-0.0039","0.0094","51.5879","-33.1441","0.0000","203.6306","71.2790","0.3842","10000.0000","44.49281890","-79.18129339"
"0.550","1.2044","14","0.0052","0.0007","50.1943","-31.7210","0.0000","203.6251","71.2290","0.3942","10000.0000","44.49281920","-79.18129352"
"0.600","1.1879","14","0.0050","-0.0066","49.1666","-31.7548","0.0000","203.6114","71.1580","0.4021","10000.0000","44.49281955","-79.18129370"
"0.650","1.1605","14","-0.0082","-0.0119","48.6443","-33.8005","0.0000","203.5864","71.0580","0.4071","10000.0000","44.49281996","-79.18129397"
"0.700","1.1156","14","-0.0125","-0.0119","49.5161","-31.3975","0.0000","203.5766","70.9790","0.4037","10000.0000","44.49282034","-79.18129407"
"0.750","1.0463","14","-0.0046","-0.0044","52.3130","-22.8513","0.0000","203.5878","70.9290","0.3887","10000.0000","44.49282068","-79.18129396"
"0.800","1.0252","14","0.0274","0.0151","52.2718","-7.1588","0.0000","203.5971","70.8580","0.3779","10000.0000","44.49282101","-79.18129375"
"0.850","1.0708","14","0.0927","0.0511","48.3113","18.4022","0.0000","203.6040","70.7580","0.3729","10000.0000","44.49282133","-79.18129338"
