"Format","AiM CSV File"
"Session","BMP Var2"
"Vehicle","GGR25"
"Racer","Faran_Kobe_James"
"Championship","TO Shootout"
"Comment",""
"Date","Saturday, October 4, 2025"
"Time","9:38 AM"
"Sample Rate","20"
"Duration","42"
"Segment","Session"
"Beacon Markers","42"
"Segment Times","0:42.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","2.6672","5","0.0000","0.0000","-5.7792","144.4342","0.0000","201.2603","117.9000","0.9600","10000.0000","44.49320041","-79.18102651"
"0.050","2.6672","5","0.0000","0.0000","-5.7792","144.4342","0.0000","201.2603","117.9000","0.9600","10000.0000","44.49320041","-79.18102651"
"0.100","2.6672","5","0.0000","0.0000","-5.7792","144.4342","0.0000","201.2603","117.9000","0.9600","10000.0000","44.49320041","-79.18102651"
"0.150","2.5757","5","0.0084","-0.0257","-5.8724","145.0730","0.0000","201.2627","117.9000","0.9568","10000.0000","44.49320060","-79.18102668"
"0.200","2.4329","5","0.0215","-0.0660","-6.0180","146.0712","0.0000","201.2663","117.9000","0.9518","10000.0000","44.49320088","-79.18102696"
"0.250","2.2618","5","0.0185","-0.0885","-6.5120","146.4862","0.0000","201.2683","117.9000","0.9436","10000.0000","44.49320130","-79.18102737"
"0.300","2.0749","5","0.0064","-0.1011","-7.2019","146.5732","0.0000","201.2693","117.9000","0.9336","10000.0000","44.49320179","-79.18102785"
"0.350","1.9617","5","0.0027","-0.0849","-7.7788","146.7429","0.0000","201.2522","117.9000","0.9268","10000.0000","44.49320205","-79.18102815"
"0.400","1.8899","5","0.0039","-0.0523","-8.2920","146.9591","0.0000","201.2250","117.9000","0.9218","10000.0000","44.49320216","-79.18102833"
"0.450","1.8348","5","0.0176","-0.0352","-8.6057","148.6574","0.0000","201.1960","117.9000","0.9168","10000.0000","44.49320217","-79.18102850"
"0.500","1.7892","5","0.0386","-0.0268","-8.8072","151.1895","0.0000","201.1660","117.9000","0.9118","10000.0000","44.49320212","-79.18102865"
"0.550","1.7494","5","0.0213","-0.0225","-9.2261","150.9418","0.0000","201.1488","117.9000","0.9068","10000.0000","44.49320204","-79.18102866"
"0.600","1.7128","5","-0.0174","-0.0204","-9.7675","149.1305","0.0000","201.1390","117.9000","0.9018","10000.0000","44.49320193","-79.18102860"
"0.650","1.7572","5","-0.0131","0.0032","-9.6071","149.4751","0.0000","201.1451","117.9000","0.9000","10000.0000","44.49320153","-79.18102817"
"0.700","1.8472","5","0.0155","0.0389","-9.0520","151.0323","0.0000","201.1601","117.9000","0.9000","10000.0000","44.49320096","-79.18102754"
"0.750","1.9085","5","0.0065","0.0399","-8.4495","149.6828","0.0000","201.1868","117.9000","0.9000","10000.0000","44.49320048","-79.18102686"
"0.800","1.9536","5","-0.0235","0.0214","-7.8204","146.6983","0.0000","201.2200","117.9000","0.9000","10000.0000","44.49320006","-79.18102617"
"0.850","2.0160","5","-0.0243","0.0074","-7.3009","145.5244","0.0000","201.2408","117.9000","0.9000","10000.0000","44.49319963","-79.18102557"
