"Format","AiM CSV File"
"Session","BMP Var2"
"Vehicle","GGR25"
"Racer","Faran_Kobe_James"
"Championship","TO Shootout"
"Comment",""
"Date","Saturday, October 4, 2025"
"Time","3:51 PM"
"Sample Rate","20"
"Duration","38"
"Segment","Session"
"Beacon Markers","38"
"Segment Times","0:38.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","0.1484","11","0.0000","0.0000","-51.7022","81.5536","0.0000","213.8332","30.7000","0.2100","10000.0000","44.49315019","-79.18093266"
"0.050","0.1484","11","0.0000","0.0000","-51.7022","81.5536","0.0000","213.8332","30.7000","0.2100","10000.0000","44.49315019","-79.18093266"
"0.100","0.1484","11","0.0000","0.0000","-51.7022","81.5536","0.0000","213.8332","30.7000","0.2100","10000.0000","44.49315019","-79.18093266"
"0.150","0.1484","11","0.0000","0.0000","-51.7022","81.5536","0.0000","213.8332","30.7000","0.2100","10000.0000","44.49315019","-79.18093266"
"0.200","0.1484","11","0.0000","0.0000","-51.7022","81.5536","0.0000","213.8332","30.7000","0.2100","10000.0000","44.49315019","-79.18093266"
"0.250","0.1706","11","0.0000","0.0000","-43.8782","97.3694","0.0000","213.8315","30.7000","0.2176","10000.0000","44.49315016","-79.18093257"
"0.300","0.1998","11","0.0000","0.0000","-33.5835","118.1796","0.0000","213.8294","30.7000","0.2276","10000.0000","44.49315011","-79.18093244"
"0.350","0.1736","11","0.0000","0.0000","-39.6508","96.0159","0.0000","213.8245","30.6620","0.2186","10000.0000","44.49315009","-79.18093231"
"0.400","0.1299","11","0.0000","0.0000","-50.8851","60.2815","0.0000","213.8189","30.6120","0.2036","10000.0000","44.49315008","-79.18093217"
"0.450","0.1127","11","0.0000","0.0000","-64.4963","69.1363","0.0000","213.8127","30.6000","0.1924","10000.0000","44.49315002","-79.18093210"
"0.500","0.1039","11","0.0000","0.0000","-78.8582","92.0720","0.0000","213.8064","30.6000","0.1824","10000.0000","44.49314995","-79.18093203"
"0.550","0.1637","11","0.0000","0.0000","-58.5971","54.6922","0.0000","213.8053","30.6000","0.2066","10000.0000","44.49314993","-79.18093197"
"0.600","0.2450","11","0.0000","0.0000","-27.4023","-1.7346","0.0000","213.8060","30.6000","0.2416","10000.0000","44.49314992","-79.18093191"
"0.650","0.2204","11","0.0000","0.0000","-27.6751","3.2447","0.0000","213.8019","30.6000","0.2424","10000.0000","44.49314991","-79.18093179"
"0.700","0.1624","11","0.0000","0.0000","-37.8849","27.6153","0.0000","213.7962","30.6000","0.2324","10000.0000","44.49314990","-79.18093166"
"0.750","0.1353","11","0.0000","0.0000","-48.7304","86.3480","0.0000","213.7927","30.6000","0.2148","10000.0000","44.49314987","-79.18093158"
"0.800","0.1180","11","0.0000","0.0000","-59.7765","155.9319","0.0000","213.7899","30.6000","0.1948","10000.0000","44.49314983","-79.18093152"
"0.850","0.1492","11","0.0000","0.0000","-50.5257","134.4197","0.0000","213.7880","30.5620","0.2052","10000.0000","44.49314983","-79.18093135"
