"Format","AiM CSV File"
"Session","BMP Var2"
"Vehicle","GGR25"
"Racer","Faran_Kobe_James"
"Championship","TO Shootout"
"Comment",""
"Date","Saturday, October 4, 2025"
"Time","1:29 PM"
"Sample Rate","20"
"Duration","11"
"Segment","Session"
"Beacon Markers","11"
"Segment Times","0:11.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","0.2068","16","0.0000","0.0000","-1.3424","-162.4362","0.0000","211.2541","19.7000","0.1900","10000.0000","44.49317186","-79.18102940"
"0.050","0.2068","16","0.0000","0.0000","-1.3424","-162.4362","0.0000","211.2541","19.7000","0.1900","10000.0000","44.49317186","-79.18102940"
"0.100","0.2068","16","0.0000","0.0000","-1.3424","-162.4362","0.0000","211.2541","19.7000","0.1900","10000.0000","44.49317186","-79.18102940"
"0.150","0.2068","16","0.0000","0.0000","-1.3424","-162.4362","0.0000","211.2541","19.7000","0.1900","10000.0000","44.49317186","-79.18102940"
"0.200","0.2068","16","0.0000","0.0000","-1.3424","-162.4362","0.0000","211.2541","19.7000","0.1900","10000.0000","44.49317186","-79.18102940"
"0.250","0.1689","16","0.0000","0.0000","4.5413","-112.1838","0.0000","211.2579","19.7000","0.1900","10000.0000","44.49317186","-79.18102944"
"0.300","0.1058","16","0.0000","0.0000","14.3475","-28.4299","0.0000","211.2643","19.7000","0.1900","10000.0000","44.49317187","-79.18102952"
"0.350","0.1145","16","0.0000","0.0000","10.4447","37.4495","0.0000","211.2689","19.7000","0.1810","10000.0000","44.49317185","-79.18102955"
"0.400","0.1712","16","0.0000","0.0000","-2.5973","91.4125","0.0000","211.2724","19.7000","0.1660","10000.0000","44.49317182","-79.18102956"
"0.450","0.1622","16","0.0000","0.0000","-9.4858","127.2554","0.0000","211.2717","19.6700","0.1630","10000.0000","44.49317179","-79.18102957"
"0.500","0.1093","16","0.0000","0.0000","-12.2719","151.0184","0.0000","211.2682","19.6200","0.1680","10000.0000","44.49317176","-79.18102957"
"0.550","0.0859","16","0.0000","0.0000","-17.0713","81.4939","0.0000","211.2664","19.6000","0.1700","10000.0000","44.49317171","-79.18102961"
"0.600","0.0820","16","0.0000","0.0000","-23.2129","-50.2223","0.0000","211.2657","19.6000","0.1700","10000.0000","44.49317165","-79.18102969"
"0.650","0.1093","16","0.0000","0.0000","-21.9809","-61.6173","0.0000","211.2676","19.6000","0.1760","10000.0000","44.49317165","-79.18102972"
"0.700","0.1572","16","0.0000","0.0000","-15.8332","7.2019","0.0000","211.2711","19.6000","0.1860","10000.0000","44.49317168","-79.18102972"
"0.750","0.1693","16","0.0000","0.0000","-18.9019","23.2069","0.0000","211.2658","19.5700","0.1810","10000.0000","44.49317171","-79.18102974"
"0.800","0.1575","16","0.0000","0.0000","-28.1149","4.0024","0.0000","211.2546","19.5200","0.1660","10000.0000","44.49317175","-79.18102978"
"0.850","0.1393","16","0.0000","0.0000","-33.5683","21.5119","0.0000","211.2522","19.5000","0.1570","10000.0000","44.49317175","-79.18102980"
