"Format","AiM CSV File"
"Session","BMP Var2"
"Vehicle","GGR25"
"Racer","Faran_Kobe_James"
"Championship","TO Shootout"
"Comment",""
"Date","Saturday, October 4, 2025"
"Time","9:42 AM"
"Sample Rate","20"
"Duration","198"
"Segment","Session"
"Beacon Markers","198"
"Segment Times","3:18.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","0.9753","8","0.0000","0.0000","62.9227","-141.7233","0.0000","206.1377","77.9000","0.3000","10000.0000","44.49315263","-79.18101693"
"0.050","0.9753","8","0.0000","0.0000","62.9227","-141.7233","0.0000","206.1377","77.9000","0.3000","10000.0000","44.49315263","-79.18101693"
"0.100","0.9753","8","0.0000","0.0000","62.9227","-141.7233","0.0000","206.1377","77.9000","0.3000","10000.0000","44.49315263","-79.18101693"
"0.150","0.9753","8","0.0000","0.0000","62.9227","-141.7233","0.0000","206.1377","77.9000","0.3000","10000.0000","44.49315263","-79.18101693"
"0.200","0.9753","8","0.0000","0.0000","62.9227","-141.7233","0.0000","206.1377","77.9000","0.3000","10000.0000","44.49315263","-79.18101693"
"0.250","0.9702","8","0.0000","0.0000","63.3737","-143.3666","0.0000","206.1343","77.9130","0.3013","10000.0000","44.49315264","-79.18101691"
"0.300","0.9506","8","0.0000","0.0000","65.1083","-149.6870","0.0000","206.1209","77.9630","0.3063","10000.0000","44.49315270","-79.18101681"
"0.350","0.9373","8","0.0000","0.0000","65.8596","-155.3971","0.0000","206.1054","78.0130","0.3113","10000.0000","44.49315272","-79.18101675"
"0.400","0.9421","8","0.0000","0.0000","63.8124","-159.3706","0.0000","206.0837","78.0630","0.3163","10000.0000","44.49315266","-79.18101679"
"0.450","0.9488","8","0.0000","0.0000","61.5050","-117.8258","0.0000","206.0596","78.1260","0.3252","10000.0000","44.49315259","-79.18101679"
"0.500","0.9610","8","0.0000","0.0000","58.4567","53.2709","0.0000","206.0288","78.2260","0.3452","10000.0000","44.49315248","-79.18101669"
"0.550","0.9544","8","0.0000","0.0000","58.0698","133.1100","0.0000","206.0105","78.3130","0.3561","10000.0000","44.49315243","-79.18101662"
"0.600","0.8942","8","0.0000","0.0000","65.2573","-46.7839","0.0000","206.0280","78.3630","0.3411","10000.0000","44.49315253","-79.18101663"
"0.650","0.8489","8","0.0000","0.0000","70.5822","-178.9625","0.0000","206.0506","78.4130","0.3287","10000.0000","44.49315261","-79.18101661"
"0.700","0.8463","8","0.0000","0.0000","70.6058","-175.3357","0.0000","206.0877","78.4630","0.3237","10000.0000","44.49315266","-79.18101647"
"0.750","0.8485","8","0.0000","0.0000","70.7068","-134.0187","0.0000","206.1281","78.5130","0.3239","10000.0000","44.49315270","-79.18101627"
"0.800","0.8647","8","0.0000","0.0000","71.0283","14.5700","0.0000","206.1784","78.5630","0.3389","10000.0000","44.49315270","-79.18101591"
"0.850","0.8779","8","0.0000","0.0000","71.1580","122.9698","0.0000","206.2215","78.6260","0.3513","10000.0000","44.49315271","-79.18101560"
