"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","Pimp Mobile"
"Racer","Maries Mother"
"Championship","Your mom"
"Comment","2025-06-11"
"Date","Saturday, May 31, 2025"
"Time","11:56 AM"
"Sample Rate","20"
"Duration","57"
"Segment","Session"
"Beacon Markers","57"
"Segment Times","0:57.000"

"Time","Logger Temperature","External Voltage","Front Brake Pres","Rear Brake Pres","Gear Position","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","Luminosity","ECU RPM","ECU ECT","ECU IAT","ECU FUEL P","ECU MAP","ECU THROTTLE","ECU V BATT","EXHAUST LAMBDA"
"s","°C","V","bar","bar","gear","g","g","g","deg/s","deg/s","deg/s","%","rpm","°C","°C","bar","bar","%","V","lambda"

,"13.1953","12.2640","0.0920","0.1808","0.0000","-0.0115","-0.0275","-1.0107","-0.1077","0.1469","0.5142","4.1445","0.0000","17.0000","10.3000","3.1130","1.3030","0.0000","12.4000","0.8100"
,"13.1953","12.2640","0.0920","0.1808","0.0000","-0.0116","-0.0264","-1.0107","-0.1147","0.1703","0.4921","4.1445","0.0000","17.0000","10.3000","3.1130","1.3030","0.0000","12.4000","0.8100"
,"13.1953","12.2640","0.0920","0.1808","0.0000","-0.0097","-0.0213","-1.0124","-0.1217","0.1962","0.4778","4.1445","0.0000","17.0000","10.3000","3.1130","1.3030","0.0000","12.4000","0.8100"
,"13.1953","12.2640","0.0920","0.1808","0.0000","-0.0057","-0.0208","-1.0098","-0.1248","0.2045","0.4796","4.1445","0.0000","17.0000","10.3000","3.1130","1.3030","0.0000","12.4000","0.8100"
,"13.1953","12.2640","0.0920","0.1808","0.0000","-0.0036","-0.0229","-1.0120","-0.1205","0.2010","0.4771","4.1445","0.0000","17.0000","10.3000","3.1130","1.3030","0.0000","12.4000","0.8100"
,"13.1953","12.2640","0.0920","0.1808","0.0000","-0.0008","-0.0287","-1.0110","-0.1122","0.2049","0.4753","4.1445","0.0000","17.0000","10.3000","3.1130","1.3030","0.0000","12.4000","0.8100"
,"13.1953","12.2640","0.0827","0.1808","0.0000","-0.0026","-0.0259","-1.0101","-0.1072","0.2175","0.4812","4.1445","0.0000","17.4000","10.3000","3.1141","1.3030","0.0000","11.4400","0.8100"
,"13.1953","12.2640","0.0705","0.1934","0.0000","-0.0100","-0.0247","-1.0125","-0.1021","0.2167","0.4767","4.1445","34.3778","17.9000","10.3144","3.1158","1.3042","0.0000","10.2400","0.8100"
,"13.1953","12.2640","0.0770","0.1800","0.0000","-0.0128","-0.0306","-1.0156","-0.1002","0.1909","0.4521","4.1445","166.6000","17.6000","10.3700","3.0998","1.3086","0.0000","10.5200","0.8100"
,"13.1953","12.2640","0.0575","0.1450","0.0000","-0.0308","-0.0296","-1.0080","-0.0997","0.1687","0.4149","4.1445","236.2111","17.1000","10.4000","3.0822","1.3056","0.0000","11.1700","0.8100"
,"13.1953","12.2640","0.0506","0.1683","0.0000","-0.0105","-0.0275","-1.0156","-0.0919","0.1763","0.3879","4.1445","232.3222","17.4000","10.4000","3.0849","1.2940","0.0000","11.2600","0.8100"
,"13.1953","12.2640","0.0716","0.1808","0.0000","-0.0206","-0.0195","-0.9969","-0.0714","0.1941","0.3823","4.1445","273.1667","17.9000","10.4000","3.0867","1.2874","0.0000","11.2100","0.8100"
,"13.1953","12.2640","0.0762","0.1601","0.0000","-0.0297","-0.0223","-0.9978","-0.0608","0.1890","0.3923","4.1445","337.0555","18.0000","10.4000","3.0856","1.2835","0.0000","11.2000","0.8139"
,"13.1953","12.2640","0.0704","0.1692","0.0000","-0.0285","-0.0298","-1.0013","-0.0691","0.1713","0.3953","4.1445","370.3667","18.0000","10.4000","3.0863","1.2868","3.4400","11.2000","0.8188"
,"13.1953","12.2640","0.0868","0.2179","0.0000","-0.0164","-0.0357","-0.9982","-0.0809","0.1476","0.3877","4.1445","394.8667","17.6000","10.4000","3.0891","1.2912","7.4167","11.2000","0.8200"
,"13.1953","12.2640","0.1381","0.2148","0.0000","0.0038","-0.0311","-1.0160","-0.0865","0.1197","0.3766","4.1445","359.3111","17.1000","10.4000","3.0926","1.2951","11.0278","11.2000","0.8200"
