"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","Pimp Mobile"
"Racer","Maries Mother"
"Championship","Your mom"
"Comment","2025-06-11"
"Date","Sunday, June 1, 2025"
"Time","10:10 AM"
"Sample Rate","20"
"Duration","171"
"Segment","Session"
"Beacon Markers","171"
"Segment Times","2:51.000"

"Time","Logger Temperature","External Voltage","Front Brake Pres","Rear Brake Pres","Gear Position","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","Luminosity","ECU RPM","ECU ECT","ECU IAT","ECU FUEL P","ECU MAP","ECU THROTTLE","ECU V BATT","EXHAUST LAMBDA"
"s","°C","V","bar","bar","gear","g","g","g","deg/s","deg/s","deg/s","%","rpm","°C","°C","bar","bar","%","V","lambda"

,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0127","-0.0468","-0.9673","-0.1437","0.1865","0.5303","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0127","-0.0468","-0.9673","-0.1425","0.1780","0.5217","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0127","-0.0468","-0.9673","-0.1346","0.1825","0.5010","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0127","-0.0468","-0.9673","-0.1265","0.1851","0.4708","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0127","-0.0468","-0.9673","-0.1213","0.1930","0.4546","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0127","-0.0468","-0.9673","-0.1333","0.2017","0.4486","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0062","-0.0447","-0.9741","-0.1587","0.1934","0.4482","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0070","-0.0371","-0.9880","-0.1863","0.1838","0.4453","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0293","-0.0304","-1.0020","-0.1966","0.1750","0.4262","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","0.0304","-0.0269","-1.0068","-0.1786","0.1549","0.4002","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1816","0.2910","0.0000","-0.0054","-0.0309","-1.0342","-0.1384","0.1305","0.4059","22.4375","1196.0000","12.0000","9.4000","3.0950","1.3630","88.9000","11.7000","2.5500"
,"13.0000","12.1520","0.1359","0.2815","0.0000","0.0157","-0.0053","-1.0391","-0.0894","0.1171","0.4463","22.4375","1196.0000","11.8300","9.4000","3.0950","1.3630","88.9000","11.6830","2.5170"
,"13.0000","12.1520","0.1106","0.2834","0.0000","0.0823","-0.0962","-0.8584","-0.0514","0.1189","0.4866","22.4375","1613.2222","11.3300","9.4000","3.1011","1.3474","89.2333","11.6330","2.4070"
,"13.0000","12.1486","0.1252","0.2608","0.0000","0.0808","-0.1486","-0.7913","-0.0357","0.1431","0.4872","22.4379","1903.3334","11.1700","9.4000","3.1063","1.3358","89.5444","11.6340","2.3630"
,"13.0000","12.1364","0.1025","0.2780","0.0000","-0.0157","-0.0777","-0.9233","-0.0493","0.1817","0.4652","22.4394","1685.0000","11.6700","9.4000","3.1080","1.3397","89.7667","11.7340","2.4730"
,"13.0000","12.1242","0.1069","0.2969","0.0000","-0.0301","0.0202","-1.0183","-0.0790","0.2067","0.4510","22.4409","1448.0000","11.8300","9.3778","3.1092","1.3442","89.7889","11.7830","2.5500"
