"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GGR25"
"Racer","Ben"
"Championship",""
"Comment",""
"Date","Sunday, September 21, 2025"
"Time","12:26 PM"
"Sample Rate","20"
"Duration","285"
"Segment","Session"
"Beacon Markers","285"
"Segment Times","4:45.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","0.5904","14","0.0000","0.0000","2.3821","-176.4079","0.0000","30.3390","34.9000","0.3600","10000.0000","45.39135247","-75.69631223"
"0.050","0.5904","14","0.0000","0.0000","2.3821","-176.4079","0.0000","30.3390","34.9000","0.3600","10000.0000","45.39135247","-75.69631223"
"0.100","0.5904","14","0.0000","0.0000","2.3821","-176.4079","0.0000","30.3390","34.9000","0.3600","10000.0000","45.39135247","-75.69631223"
"0.150","0.5904","14","0.0000","0.0000","2.3821","-176.4079","0.0000","30.3390","34.9000","0.3600","10000.0000","45.39135247","-75.69631223"
"0.200","0.5506","14","0.0000","0.0000","2.3988","-175.3423","0.0000","30.3443","34.8240","0.3562","10000.0000","45.39135247","-75.69631225"
"0.250","0.4982","14","0.0000","0.0000","2.4208","-173.9402","0.0000","30.3512","34.7240","0.3512","10000.0000","45.39135247","-75.69631226"
"0.300","0.4472","14","0.0000","0.0000","-0.0438","-174.4784","0.0000","30.3463","34.6620","0.3500","10000.0000","45.39135248","-75.69631235"
"0.350","0.3965","14","0.0000","0.0000","-3.2936","-175.6294","0.0000","30.3376","34.6120","0.3500","10000.0000","45.39135249","-75.69631246"
"0.400","0.4013","14","0.0000","0.0000","-5.1941","-46.9384","0.0000","30.3354","34.5620","0.3500","10000.0000","45.39135245","-75.69631249"
"0.450","0.4236","14","0.0000","0.0000","-6.6686","122.7553","0.0000","30.3352","34.5120","0.3500","10000.0000","45.39135239","-75.69631251"
"0.500","0.3771","14","0.0000","0.0000","-6.6393","47.8719","0.0000","30.3372","34.4620","0.3272","10000.0000","45.39135240","-75.69631256"
"0.550","0.3088","14","0.0000","0.0000","-6.1350","-104.2465","0.0000","30.3399","34.4120","0.2972","10000.0000","45.39135244","-75.69631262"
"0.600","0.2731","14","0.0000","0.0000","-7.5939","-145.6713","0.0000","30.3406","34.3620","0.3014","10000.0000","45.39135245","-75.69631264"
"0.650","0.2476","14","0.0000","0.0000","-9.6728","-152.1403","0.0000","30.3406","34.3120","0.3164","10000.0000","45.39135245","-75.69631264"
"0.700","0.1803","14","0.0000","0.0000","-22.7730","-101.7405","0.0000","30.3453","34.2620","0.3124","10000.0000","45.39135251","-75.69631268"
"0.750","0.0998","14","0.0000","0.0000","-39.3537","-33.3821","0.0000","30.3516","34.2120","0.3024","10000.0000","45.39135258","-75.69631275"
"0.800","0.1095","14","0.0000","0.0000","-30.9312","11.6678","0.0000","30.3617","34.1620","0.2810","10000.0000","45.39135261","-75.69631273"
"0.850","0.1477","14","0.0000","0.0000","-14.6129","49.3571","0.0000","30.3731","34.1120","0.2560","10000.0000","45.39135264","-75.69631268"
