"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GG25"
"Racer","Ben"
"Championship","P7"
"Comment","6 cones 30ft per
90 degree arb
(low fuel runs) {
6.90
6.38
6.98
}
6.78
6.38
6.86"
"1.500","0.3061","15","0.0000","0.0000","-11.2323","131.2610","0.0000","29.7909","28.9000","0.2808","10000.0000","45.39173379","-75.69675886"
"1.550","0.2710","15","0.0000","0.0000","-12.1721","140.8187","0.0000","29.8057","28.9000","0.2858","10000.0000","45.39173378","-75.69675883"
"1.600","0.2471","15","0.0000","0.0000","-12.8112","147.3180","0.0000","29.8190","28.9000","0.2892","10000.0000","45.39173378","-75.69675878"
"1.650","0.2823","15","0.0000","0.0000","-11.8714","137.7603","0.0000","29.8243","28.9000","0.2842","10000.0000","45.39173379","-75.69675866"
"1.700","0.3061","15","0.0000","0.0000","-10.8816","125.8496","0.0000","29.8282","28.9000","0.2760","10000.0000","45.39173382","-75.69675855"
"1.750","0.2710","15","0.0000","0.0000","-9.6291","101.5862","0.0000","29.8249","28.9000","0.2510","10000.0000","45.39173392","-75.69675852"
"1.800","0.2366","15","0.0000","0.0000","-9.1416","80.5900","0.0000","29.8224","28.9000","0.2292","10000.0000","45.39173400","-75.69675848"
"1.850","0.2058","15","0.0000","0.0000","-12.6701","76.7471","0.0000","29.8234","28.9000","0.2242","10000.0000","45.39173406","-75.69675840"
"1.900","0.1752","15","0.0000","0.0000","-16.7363","55.2289","0.0000","29.8226","28.8920","0.2200","10000.0000","45.39173411","-75.69675833"
"1.950","0.1449","15","0.0000","0.0000","-23.6256","-59.0847","0.0000","29.8122","28.8420","0.2200","10000.0000","45.39173414","-75.69675830"
"2.000","0.1169","15","0.0000","0.0000","-30.6791","-148.9915","0.0000","29.8043","28.8000","0.2192","10000.0000","45.39173418","-75.69675826"
"2.050","0.1013","15","0.0000","0.0000","-38.5948","-110.7633","0.0000","29.8089","28.8000","0.2142","10000.0000","45.39173427","-75.69675818"
"2.100","0.0977","15","0.0000","0.0000","-42.2687","-76.3515","0.0000","29.8144","28.8000","0.2164","10000.0000","45.39173435","-75.69675812"
"2.150","0.1570","15","0.0000","0.0000","-23.6726","-61.9762","0.0000","29.8251","28.8000","0.2564","10000.0000","45.39173445","-75.69675812"
"2.200","0.2010","15","0.0000","0.0000","-8.8649","-49.3293","0.0000","29.8337","28.8000","0.2900","10000.0000","45.39173454","-75.69675810"
"2.250","0.1650","15","0.0000","0.0000","-13.9463","-45.7572","0.0000","29.8313","28.8000","0.2900","10000.0000","45.39173463","-75.69675801"
"2.300","0.1289","15","0.0000","0.0000","-21.9334","-45.5154","0.0000","29.8284","28.8000","0.2836","10000.0000","45.39173471","-75.69675791"
"2.350","0.0927","15","0.0000","0.0000","-45.1759","-62.7573","0.0000","29.8224","28.8000","0.2436","10000.0000","45.39173476","-75.69675782"
"2.400","0.0614","15","0.0000","0.0000","-61.2042","-65.6943","0.0000","29.8193","28.8000","0.2092","10000.0000","45.39173481","-75.69675773"
"2.450","0.0557","15","0.0000","0.0000","-39.3583","6.4705","0.0000","29.8306","28.8000","0.2042","10000.0000","45.39173484","-75.69675769"
"2.500","0.0693","15","0.0000","0.0000","-18.8160","62.4543","0.0000","29.8471","28.7920","0.2048","10000.0000","45.39173486","-75.69675765"
"2.550","0.1845","15","0.0000","0.0000","-5.1177","33.4888","0.0000","29.8899","28.7420","0.2348","10000.0000","45.39173492","-75.69675767"
"2.600","0.2702","15","0.0000","0.0000","6.6771","16.4482","0.0000","29.9248","28.7000","0.2600","10000.0000","45.39173497","-75.69675767"
"2.650","0.2016","15","0.0000","0.0000","8.4783","62.0133","0.0000","29.9187","28.7000","0.2600","10000.0000","45.39173496","-75.69675759"
"2.700","0.1632","15","0.0000","0.0000","9.5850","94.8089","0.0000","29.9130","28.7000","0.2584","10000.0000","45.39173497","-75.69675753"
"2.750","0.2834","15","0.0000","0.0000","7.0448","60.5640","0.0000","29.9088","28.7000","0.2484","10000.0000","45.39173507","-75.69675756"
"2.800","0.3632","15","0.0000","0.0000","6.8711","31.2458","0.0000","29.9076","28.7000","0.2392","10000.0000","45.39173517","-75.69675759"
"2.850","0.2307","15","0.0000","0.0000","19.1219","27.7926","0.0000","29.9217","28.7000","0.2342","10000.0000","45.39173523","-75.69675761"
"2.900","0.1372","15","0.0000","0.0000","27.9828","36.2324","0.0000","29.9361","28.7000","0.2348","10000.0000","45.39173528","-75.69675761"
"2.950","0.2482","15","0.0000","0.0000","19.0463","107.1104","0.0000","29.9517","28.7000","0.2648","10000.0000","45.39173527","-75.69675751"
"3.000","0.3641","15","0.0000","0.0000","10.9929","165.7382","0.0000","29.9646","28.7000","0.2900","10000.0000","45.39173526","-75.69675741"
"3.050","0.5051","15","0.0000","0.0000","7.5755","160.0531","0.0000","29.9629","28.7000","0.2900","10000.0000","45.39173527","-75.69675727"
"3.100","0.5971","15","0.0000","0.0000","5.9295","150.8977","0.0000","29.9649","28.7000","0.2852","10000.0000","45.39173530","-75.69675716"
"3.150","0.4315","15","0.0000","0.0000","13.5840","123.5227","0.0000","29.9859","28.7000","0.2552","10000.0000","45.39173536","-75.69675719"
"3.200","0.2795","15","0.0000","0.0000","20.7921","89.4256","0.0000","30.0038","28.7000","0.2292","10000.0000","45.39173542","-75.69675725"
"3.250","0.1981","15","0.0000","0.0000","25.6569","20.0380","0.0000","30.0047","28.7000","0.2242","10000.0000","45.39173548","-75.69675744"
"3.300","0.1252","15","0.0000","0.0000","30.7943","-48.0115","0.0000","30.0054","28.7000","0.2184","10000.0000","45.39173553","-75.69675760"
"3.350","0.0963","15","0.0000","0.0000","37.3636","-109.0355","0.0000","30.0045","28.7000","0.2084","10000.0000","45.39173553","-75.69675766"
"3.400","0.0753","15","0.0000","0.0000","41.2369","-138.3045","0.0000","30.0020","28.6920","0.2024","10000.0000","45.39173554","-75.69675772"
"3.450","0.0963","15","0.0000","0.0000","30.9562","-0.8593","0.0000","29.9906","28.6420","0.2174","10000.0000","45.39173551","-75.69675777"
"3.500","0.1374","15","0.0000","0.0000","20.7220","101.0969","0.0000","29.9799","28.6000","0.2308","10000.0000","45.39173551","-75.69675784"
"3.550","0.2850","15","0.0000","0.0000","10.7315","16.7356","0.0000","29.9732","28.6000","0.2358","10000.0000","45.39173564","-75.69675806"
"3.600","0.3884","15","0.0000","0.0000","2.0504","-63.3926","0.0000","29.9666","28.6000","0.2408","10000.0000","45.39173573","-75.69675823"
"3.650","0.2603","15","0.0000","0.0000","0.2439","-121.2968","0.0000","29.9603","28.6000","0.2458","10000.0000","45.39173566","-75.69675817"
"3.700","0.1639","15","0.0000","0.0000","-1.1742","-148.3364","0.0000","29.9552","28.6000","0.2484","10000.0000","45.39173560","-75.69675811"
"3.750","0.2338","15","0.0000","0.0000","-0.5529","-13.3368","0.0000","29.9561","28.6000","0.2384","10000.0000","45.39173559","-75.69675804"
"3.800","0.2848","15","0.0000","0.0000","-0.1325","87.4894","0.0000","29.9573","28.6000","0.2308","10000.0000","45.39173560","-75.69675800"
"3.850","0.2372","15","0.0000","0.0000","-0.7663","8.9047","0.0000","29.9601","28.6000","0.2358","10000.0000","45.39173570","-75.69675805"
"3.900","0.1878","15","0.0000","0.0000","-2.7482","-66.3997","0.0000","29.9627","28.6000","0.2408","10000.0000","45.39173579","-75.69675807"
"3.950","0.1295","15","0.0000","0.0000","-11.8073","-124.4826","0.0000","29.9635","28.6000","0.2458","10000.0000","45.39173578","-75.69675801"
"4.000","0.0790","15","0.0000","0.0000","-17.4871","-146.9882","0.0000","29.9683","28.6000","0.2524","10000.0000","45.39173577","-75.69675796"
"4.050","0.0700","15","0.0000","0.0000","-5.4263","17.2867","0.0000","29.9934","28.6000","0.2674","10000.0000","45.39173573","-75.69675796"
"4.100","0.0905","15","0.0000","0.0000","4.5673","144.4514","0.0000","30.0152","28.6000","0.2784","10000.0000","45.39173572","-75.69675796"
"4.150","0.2661","15","0.0000","0.0000","3.7079","76.7868","0.0000","30.0191","28.6000","0.2684","10000.0000","45.39173588","-75.69675793"
"4.200","0.3901","15","0.0000","0.0000","3.4254","28.4182","0.0000","30.0259","28.6000","0.2592","10000.0000","45.39173600","-75.69675789"
"4.250","0.2430","15","0.0000","0.0000","6.1723","81.3536","0.0000","30.0484","28.6000","0.2542","10000.0000","45.39173592","-75.69675783"
"4.300","0.1276","15","0.0000","0.0000","8.6029","122.6994","0.0000","30.0696","28.6000","0.2476","10000.0000","45.39173586","-75.69675777"
"4.350","0.1789","15","0.0000","0.0000","9.3724","103.1995","0.0000","30.0844","28.6000","0.2326","10000.0000","45.39173585","-75.69675774"
"4.400","0.2199","15","0.0000","0.0000","10.5857","86.0005","0.0000","30.0985","28.6000","0.2192","10000.0000","45.39173586","-75.69675772"
"4.450","0.2076","15","0.0000","0.0000","14.1281","80.8810","0.0000","30.1092","28.6000","0.2142","10000.0000","45.39173596","-75.69675772"
"4.500","0.2003","15","0.0000","0.0000","16.2771","81.7288","0.0000","30.1189","28.6000","0.2140","10000.0000","45.39173603","-75.69675771"
"4.550","0.2197","15","0.0000","0.0000","11.1111","113.9052","0.0000","30.1231","28.6000","0.2390","10000.0000","45.39173599","-75.69675766"
"4.600","0.2316","15","0.0000","0.0000","7.0292","137.6818","0.0000","30.1256","28.6000","0.2576","10000.0000","45.39173597","-75.69675762"
"4.650","0.2035","15","0.0000","0.0000","8.6391","117.3591","0.0000","30.1188","28.6000","0.2426","10000.0000","45.39173603","-75.69675759"
"4.700","0.1785","15","0.0000","0.0000","10.5420","78.9331","0.0000","30.1152","28.6000","0.2316","10000.0000","45.39173608","-75.69675758"
"4.750","0.1690","15","0.0000","0.0000","13.9832","-54.5353","0.0000","30.1283","28.6000","0.2416","10000.0000","45.39173609","-75.69675767"
"4.800","0.1713","15","0.0000","0.0000","16.1844","-156.6622","0.0000","30.1407","28.6000","0.2500","10000.0000","45.39173613","-75.69675777"
"4.850","0.2360","15","0.0000","0.0000","11.8752","-94.2466","0.0000","30.1498","28.6000","0.2500","10000.0000","45.39173630","-75.69675787"
"4.900","0.2848","15","0.0000","0.0000","8.2814","-50.3622","0.0000","30.1573","28.6000","0.2492","10000.0000","45.39173645","-75.69675798"
"4.950","0.2506","15","0.0000","0.0000","8.4437","-103.7671","0.0000","30.1564","28.6000","0.2442","10000.0000","45.39173646","-75.69675804"
"5.000","0.2160","15","0.0000","0.0000","8.4034","-125.2230","0.0000","30.1580","28.6000","0.2416","10000.0000","45.39173647","-75.69675809"
"5.050","0.1793","15","0.0000","0.0000","7.2997","21.0529","0.0000","30.1720","28.6000","0.2516","10000.0000","45.39173654","-75.69675811"
"5.100","0.1569","15","0.0000","0.0000","6.0684","131.1499","0.0000","30.1831","28.6080","0.2600","10000.0000","45.39173662","-75.69675813"
"5.150","0.2100","15","0.0000","0.0000","4.1675","51.3070","0.0000","30.1783","28.6580","0.2600","10000.0000","45.39173679","-75.69675821"
"5.200","0.2383","15","0.0000","0.0000","4.0457","-23.5331","0.0000","30.1770","28.7000","0.2568","10000.0000","45.39173694","-75.69675828"
"5.250","0.1364","15","0.0000","0.0000","13.2642","-72.1081","0.0000","30.1945","28.7000","0.2368","10000.0000","45.39173697","-75.69675831"
"5.300","0.0539","15","0.0000","0.0000","18.4316","-100.8775","0.0000","30.2074","28.7000","0.2216","10000.0000","45.39173702","-75.69675834"
"5.350","0.0725","15","0.0000","0.0000","2.3303","-25.6668","0.0000","30.1963","28.7000","0.2316","10000.0000","45.39173712","-75.69675835"
"5.400","0.0996","15","0.0000","0.0000","-10.2188","32.1640","0.0000","30.1875","28.7000","0.2424","10000.0000","45.39173722","-75.69675837"
"5.450","0.1707","15","0.0000","0.0000","-4.1193","-1.2500","0.0000","30.1903","28.7000","0.2574","10000.0000","45.39173732","-75.69675842"
"5.500","0.2150","15","0.0000","0.0000","0.1246","-33.3492","0.0000","30.1940","28.7000","0.2700","10000.0000","45.39173740","-75.69675845"
"5.550","0.1177","15","0.0000","0.0000","-5.3733","-58.5463","0.0000","30.2018","28.7000","0.2700","10000.0000","45.39173740","-75.69675840"
"5.600","0.0422","15","0.0000","0.0000","-10.9777","-78.5674","0.0000","30.2052","28.7000","0.2684","10000.0000","45.39173741","-75.69675839"
"5.650","0.0811","15","0.0000","0.0000","-17.1423","-71.4141","0.0000","30.1855","28.7000","0.2584","10000.0000","45.39173753","-75.69675851"
"5.700","0.1241","15","0.0000","0.0000","-20.1993","-60.8258","0.0000","30.1729","28.7000","0.2516","10000.0000","45.39173763","-75.69675861"
"5.750","0.1879","15","0.0000","0.0000","-6.9418","-32.2038","0.0000","30.1982","28.7000","0.2616","10000.0000","45.39173765","-75.69675859"
"5.800","0.2387","15","0.0000","0.0000","3.1133","-16.2792","0.0000","30.2186","28.7000","0.2660","10000.0000","45.39173767","-75.69675860"
"5.850","0.2214","15","0.0000","0.0000","-3.6442","-67.0157","0.0000","30.2133","28.7000","0.2410","10000.0000","45.39173766","-75.69675873"
"5.900","0.2196","15","0.0000","0.0000","-8.4350","-92.2172","0.0000","30.2104","28.7000","0.2216","10000.0000","45.39173764","-75.69675880"
"5.950","0.2998","15","0.0000","0.0000","-2.9005","16.6399","0.0000","30.2200","28.7000","0.2316","10000.0000","45.39173762","-75.69675863"
"6.000","0.3562","15","0.0000","0.0000","1.8914","112.4357","0.0000","30.2291","28.7000","0.2424","10000.0000","45.39173760","-75.69675849"
"6.050","0.2879","15","0.0000","0.0000","2.7845","139.6601","0.0000","30.2361","28.7000","0.2574","10000.0000","45.39173760","-75.69675851"
"6.100","0.2324","15","0.0000","0.0000","3.2122","146.6880","0.0000","30.2428","28.7000","0.2700","10000.0000","45.39173762","-75.69675854"
"6.150","0.2445","15","0.0000","0.0000","1.1966","47.6848","0.0000","30.2484","28.7000","0.2700","10000.0000","45.39173776","-75.69675865"
"6.200","0.2406","15","0.0000","0.0000","1.0965","-32.1015","0.0000","30.2541","28.7080","0.2684","10000.0000","45.39173788","-75.69675874"
"6.250","0.1536","15","0.0000","0.0000","11.0532","-10.9986","0.0000","30.2611","28.7580","0.2584","10000.0000","45.39173788","-75.69675876"
"6.300","0.0805","15","0.0000","0.0000","20.0520","15.9202","0.0000","30.2704","28.8000","0.2484","10000.0000","45.39173788","-75.69675877"
"6.350","0.0805","15","0.0000","0.0000","24.0212","73.3730","0.0000","30.2922","28.8000","0.2384","10000.0000","45.39173787","-75.69675875"
"6.400","0.0973","15","0.0000","0.0000","26.3747","119.5183","0.0000","30.3156","28.8000","0.2300","10000.0000","45.39173787","-75.69675874"
"6.450","0.2021","15","0.0000","0.0000","20.2458","106.2993","0.0000","30.3479","28.8000","0.2300","10000.0000","45.39173790","-75.69675874"
"6.500","0.3071","15","0.0000","0.0000","14.8316","97.3108","0.0000","30.3764","28.8000","0.2316","10000.0000","45.39173792","-75.69675872"
"6.550","0.4127","15","0.0000","0.0000","13.1689","110.5328","0.0000","30.3851","28.8000","0.2416","10000.0000","45.39173790","-75.69675862"
"6.600","0.4721","15","0.0000","0.0000","16.9533","125.0955","0.0000","30.3944","28.8000","0.2452","10000.0000","45.39173790","-75.69675855"
"6.650","0.2887","15","0.0000","0.0000","49.3347","146.6968","0.0000","30.4067","28.8000","0.2152","10000.0000","45.39173798","-75.69675869"
"6.700","0.1358","15","0.0000","0.0000","74.9236","139.3072","0.0000","30.4204","28.8000","0.1908","10000.0000","45.39173805","-75.69675881"
"6.750","0.1427","15","0.0000","0.0000","64.8517","-20.2840","0.0000","30.4413","28.8000","0.1958","10000.0000","45.39173805","-75.69675886"
"6.800","0.1567","15","0.0000","0.0000","53.5230","-147.9311","0.0000","30.4581","28.8000","0.2024","10000.0000","45.39173807","-75.69675891"
"6.850","0.2085","15","0.0000","0.0000","35.5961","-107.8718","0.0000","30.4531","28.8000","0.2174","10000.0000","45.39173818","-75.69675901"
"6.900","0.2496","15","0.0000","0.0000","20.8884","-75.3084","0.0000","30.4504","28.8000","0.2284","10000.0000","45.39173828","-75.69675910"
"6.950","0.2346","15","0.0000","0.0000","23.0818","-82.0984","0.0000","30.4601","28.8000","0.2184","10000.0000","45.39173832","-75.69675917"
"7.000","0.2199","15","0.0000","0.0000","25.5591","-73.4137","0.0000","30.4707","28.8080","0.2108","10000.0000","45.39173836","-75.69675922"
"7.050","0.2076","15","0.0000","0.0000","29.5267","16.5136","0.0000","30.4866","28.8580","0.2158","10000.0000","45.39173841","-75.69675911"
"7.100","0.1969","15","0.0000","0.0000","32.9962","73.9437","0.0000","30.5030","28.9000","0.2192","10000.0000","45.39173845","-75.69675904"
"7.150","0.1953","15","0.0000","0.0000","33.8503","-39.2362","0.0000","30.5231","28.9000","0.2142","10000.0000","45.39173846","-75.69675915"
"7.200","0.1968","15","0.0000","0.0000","33.9292","-126.9708","0.0000","30.5398","28.9000","0.2124","10000.0000","45.39173849","-75.69675925"
"7.250","0.2151","15","0.0000","0.0000","29.9381","-81.1181","0.0000","30.5392","28.9000","0.2274","10000.0000","45.39173862","-75.69675928"
"7.300","0.2305","15","0.0000","0.0000","25.8998","-43.4112","0.0000","30.5374","28.9000","0.2400","10000.0000","45.39173875","-75.69675932"
"7.350","0.2305","15","0.0000","0.0000","21.6142","-48.4693","0.0000","30.5289","28.9000","0.2400","10000.0000","45.39173882","-75.69675941"
"7.400","0.2250","15","0.0000","0.0000","20.0397","-35.4588","0.0000","30.5247","28.9000","0.2400","10000.0000","45.39173888","-75.69675947"
"7.450","0.1902","15","0.0000","0.0000","32.6992","72.4123","0.0000","30.5438","28.9000","0.2400","10000.0000","45.39173884","-75.69675940"
"7.500","0.1708","15","0.0000","0.0000","41.3496","140.2179","0.0000","30.5626","28.9000","0.2384","10000.0000","45.39173880","-75.69675934"
"7.550","0.2320","15","0.0000","0.0000","28.9524","-2.3207","0.0000","30.5801","28.9000","0.2284","10000.0000","45.39173884","-75.69675937"
"7.600","0.2766","15","0.0000","0.0000","19.0822","-123.4995","0.0000","30.5948","28.9000","0.2208","10000.0000","45.39173886","-75.69675940"
"7.650","0.2334","15","0.0000","0.0000","22.4789","-132.5397","0.0000","30.5948","28.9000","0.2258","10000.0000","45.39173886","-75.69675940"
"7.700","0.2024","15","0.0000","0.0000","24.9631","-119.9191","0.0000","30.5949","28.9000","0.2316","10000.0000","45.39173887","-75.69675938"
"7.750","0.2348","15","0.0000","0.0000","22.6560","6.4209","0.0000","30.5960","28.9000","0.2416","10000.0000","45.39173893","-75.69675931"
"7.800","0.2569","15","0.0000","0.0000","20.4289","109.6693","0.0000","30.5980","28.9080","0.2476","10000.0000","45.39173898","-75.69675924"
"7.850","0.2244","15","0.0000","0.0000","18.6217","91.6863","0.0000","30.6051","28.9580","0.2326","10000.0000","45.39173905","-75.69675924"
"7.900","0.1900","15","0.0000","0.0000","18.6040","65.3353","0.0000","30.6097","29.0000","0.2200","10000.0000","45.39173911","-75.69675926"
"7.950","0.1455","15","0.0000","0.0000","27.9811","-4.9474","0.0000","30.6012","29.0000","0.2200","10000.0000","45.39173919","-75.69675935"
"8.000","0.1209","15","0.0000","0.0000","34.2072","-69.4333","0.0000","30.5973","29.0000","0.2208","10000.0000","45.39173925","-75.69675944"
"8.050","0.2016","15","0.0000","0.0000","23.8903","-103.4863","0.0000","30.6180","29.0000","0.2258","10000.0000","45.39173918","-75.69675950"
"8.100","0.2565","15","0.0000","0.0000","16.8748","-126.6422","0.0000","30.6353","29.0000","0.2292","10000.0000","45.39173914","-75.69675956"
"8.150","0.1758","15","0.0000","0.0000","27.1917","-92.5893","0.0000","30.6346","29.0000","0.2242","10000.0000","45.39173921","-75.69675961"
"8.200","0.1180","15","0.0000","0.0000","34.8555","-66.9792","0.0000","30.6363","29.0000","0.2200","10000.0000","45.39173927","-75.69675965"
"8.250","0.1807","15","0.0000","0.0000","28.5908","-85.6940","0.0000","30.6502","29.0000","0.2200","10000.0000","45.39173928","-75.69675968"
"8.300","0.2324","15","0.0000","0.0000","23.4560","-100.3254","0.0000","30.6641","29.0000","0.2200","10000.0000","45.39173928","-75.69675971"
"8.350","0.2267","15","0.0000","0.0000","24.2540","-93.5192","0.0000","30.6780","29.0000","0.2200","10000.0000","45.39173928","-75.69675974"
"8.400","0.2228","15","0.0000","0.0000","25.1640","-75.7556","0.0000","30.6923","29.0080","0.2192","10000.0000","45.39173929","-75.69675975"
"8.450","0.2285","15","0.0000","0.0000","26.6628","-0.4657","0.0000","30.7081","29.0580","0.2142","10000.0000","45.39173933","-75.69675965"
"8.500","0.2290","15","0.0000","0.0000","28.9222","69.7338","0.0000","30.7236","29.1000","0.2124","10000.0000","45.39173936","-75.69675956"
"8.550","0.2024","15","0.0000","0.0000","35.1753","113.2082","0.0000","30.7373","29.1000","0.2274","10000.0000","45.39173930","-75.69675961"
"8.600","0.1752","15","0.0000","0.0000","42.1492","151.4768","0.0000","30.7495","29.1000","0.2368","10000.0000","45.39173926","-75.69675965"
"8.650","0.1449","15","0.0000","0.0000","52.9074","162.4145","0.0000","30.7530","29.1000","0.2168","10000.0000","45.39173929","-75.69675965"
"8.700","0.1248","15","0.0000","0.0000","60.9347","146.7227","0.0000","30.7595","29.1000","0.2000","10000.0000","45.39173931","-75.69675965"
"8.750","0.1586","15","0.0000","0.0000","54.6251","-8.7746","0.0000","30.7812","29.1000","0.2000","10000.0000","45.39173931","-75.69675963"
"8.800","0.1946","15","0.0000","0.0000","48.1531","-117.4784","0.0000","30.8021","29.1000","0.2040","10000.0000","45.39173929","-75.69675960"
"8.850","0.2416","15","0.0000","0.0000","40.8282","19.4841","0.0000","30.8185","29.1000","0.2290","10000.0000","45.39173920","-75.69675946"
"8.900","0.2814","15","0.0000","0.0000","35.1732","134.1466","0.0000","30.8353","29.1000","0.2492","10000.0000","45.39173913","-75.69675933"
"8.950","0.2825","15","0.0000","0.0000","38.2853","131.7341","0.0000","30.8546","29.1000","0.2442","10000.0000","45.39173915","-75.69675924"
"9.000","0.2875","15","0.0000","0.0000","40.2920","131.1866","0.0000","30.8732","29.1000","0.2408","10000.0000","45.39173915","-75.69675915"
"9.050","0.3127","15","0.0000","0.0000","36.4963","140.4305","0.0000","30.8887","29.1000","0.2458","10000.0000","45.39173908","-75.69675907"
"9.100","0.3296","15","0.0000","0.0000","34.5953","143.8248","0.0000","30.9059","29.1080","0.2468","10000.0000","45.39173901","-75.69675899"
"9.150","0.3033","15","0.0000","0.0000","42.6417","116.5085","0.0000","30.9321","29.1580","0.2268","10000.0000","45.39173903","-75.69675892"
"9.200","0.2773","15","0.0000","0.0000","49.2804","97.4837","0.0000","30.9482","29.2000","0.2124","10000.0000","45.39173905","-75.69675886"
