"2.700","0.2626","13","0.0000","0.0000","48.7805","149.5322","0.0000","27.6145","29.3990","0.2202","10000.0000","45.39184613","-75.69688046"
"2.750","0.2895","13","0.0000","0.0000","41.1030","127.7815","0.0000","27.6200","29.3490","0.2302","10000.0000","45.39184621","-75.69688032"
"2.800","0.3166","14","0.0000","0.0000","33.4951","106.2393","0.0000","27.6254","29.3000","0.2398","10000.0000","45.39184629","-75.69688018"
"2.850","0.3525","14","0.0000","0.0000","29.2965","94.9138","0.0000","27.6300","29.3000","0.2298","10000.0000","45.39184637","-75.69688010"
"2.900","0.3880","14","0.0000","0.0000","25.1705","84.0608","0.0000","27.6345","29.2990","0.2203","10000.0000","45.39184646","-75.69688002"
"2.950","0.4001","14","0.0000","0.0000","24.5976","96.3608","0.0000","27.6345","29.2490","0.2353","10000.0000","45.39184646","-75.69688002"
"3.000","0.4125","14","0.0000","0.0000","23.9839","108.5071","0.0000","27.6347","29.2000","0.2501","10000.0000","45.39184646","-75.69688002"
"3.050","0.4349","14","0.0000","0.0000","21.3729","113.1209","0.0000","27.6425","29.2000","0.2551","10000.0000","45.39184645","-75.69687998"
"3.100","0.4553","14","0.0000","0.0000","18.9369","117.9029","0.0000","27.6502","29.1990","0.2599","10000.0000","45.39184644","-75.69687993"
"3.150","0.3807","14","0.0000","0.0000","25.0750","130.9315","0.0000","27.6528","29.1490","0.2549","10000.0000","45.39184642","-75.69688001"
"3.200","0.3086","14","0.0000","0.0000","30.9821","143.3825","0.0000","27.6553","29.0990","0.2500","10000.0000","45.39184640","-75.69688009"
"3.250","0.3601","14","0.0000","0.0000","25.5717","127.5259","0.0000","27.6598","29.0490","0.2500","10000.0000","45.39184642","-75.69688002"
"3.300","0.4080","14","0.0000","0.0000","20.6228","112.4515","0.0000","27.6643","29.0000","0.2494","10000.0000","45.39184644","-75.69687996"
"3.350","0.2853","14","0.0000","0.0000","38.2851","135.6995","0.0000","27.6748","29.0000","0.2194","10000.0000","45.39184648","-75.69687998"
"3.400","0.1668","14","0.0000","0.0000","55.3072","158.0006","0.0000","27.6853","28.9990","0.1906","10000.0000","45.39184651","-75.69687999"
"3.450","0.2560","14","0.0000","0.0000","40.9566","133.9045","0.0000","27.6940","28.9490","0.2206","10000.0000","45.39184649","-75.69687988"
"3.500","0.3422","14","0.0000","0.0000","27.0706","110.2937","0.0000","27.7027","28.9000","0.2497","10000.0000","45.39184648","-75.69687978"
"3.550","0.2815","14","0.0000","0.0000","35.9533","110.4605","0.0000","27.7133","28.9000","0.2347","10000.0000","45.39184651","-75.69687979"
"3.600","0.2215","14","0.0000","0.0000","44.8767","111.0268","0.0000","27.7238","28.8990","0.2195","10000.0000","45.39184654","-75.69687981"
"3.650","0.1987","14","0.0000","0.0000","55.7997","131.1670","0.0000","27.7352","28.8490","0.1945","10000.0000","45.39184657","-75.69687976"
"3.700","0.1774","14","0.0000","0.0000","66.2409","148.1171","0.0000","27.7467","28.8000","0.1701","10000.0000","45.39184659","-75.69687972"
"3.750","0.2274","14","0.0000","0.0000","53.0741","8.7547","0.0000","27.7642","28.8000","0.1751","10000.0000","45.39184662","-75.69687975"
"3.800","0.2761","14","0.0000","0.0000","40.1098","-125.2088","0.0000","27.7812","28.7990","0.1806","10000.0000","45.39184665","-75.69687978"
"3.850","0.2531","14","0.0000","0.0000","37.0725","5.3688","0.0000","27.7760","28.7490","0.2106","10000.0000","45.39184664","-75.69687964"
"3.900","0.2318","14","0.0000","0.0000","33.9900","130.6159","0.0000","27.7711","28.7000","0.2397","10000.0000","45.39184662","-75.69687950"
"3.950","0.2975","14","0.0000","0.0000","28.6894","-5.3331","0.0000","27.7816","28.7000","0.2247","10000.0000","45.39184665","-75.69687952"
"4.000","0.3597","14","0.0000","0.0000","23.9478","-136.4232","0.0000","27.7922","28.6990","0.2093","10000.0000","45.39184669","-75.69687953"
"4.050","0.2530","14","0.0000","0.0000","46.5941","-29.4267","0.0000","27.8046","28.6490","0.1743","10000.0000","45.39184677","-75.69687941"
"4.100","0.1485","14","0.0000","0.0000","68.7072","74.8793","0.0000","27.8168","28.6000","0.1401","10000.0000","45.39184684","-75.69687928"
"4.150","0.1506","14","0.0000","0.0000","64.6882","47.3545","0.0000","27.8213","28.6000","0.1451","10000.0000","45.39184687","-75.69687922"
"4.200","0.1530","14","0.0000","0.0000","60.6801","18.6184","0.0000","27.8257","28.5990","0.1501","10000.0000","45.39184689","-75.69687916"
"4.250","0.1685","14","0.0000","0.0000","57.2020","-69.4650","0.0000","27.8336","28.5490","0.1551","10000.0000","45.39184688","-75.69687912"
"4.300","0.1838","14","0.0000","0.0000","53.6224","-155.0377","0.0000","27.8413","28.5000","0.1605","10000.0000","45.39184688","-75.69687907"
"4.350","0.1970","14","0.0000","0.0000","45.0664","-117.5869","0.0000","27.8414","28.5000","0.1855","10000.0000","45.39184694","-75.69687905"
"4.400","0.2100","14","0.0000","0.0000","36.7147","-81.5589","0.0000","27.8420","28.4990","0.2098","10000.0000","45.39184700","-75.69687904"
"4.450","0.2145","14","0.0000","0.0000","38.3709","-115.2473","0.0000","27.8621","28.4490","0.1998","10000.0000","45.39184701","-75.69687888"
"4.500","0.2189","14","0.0000","0.0000","39.9681","-147.9611","0.0000","27.8818","28.4000","0.1900","10000.0000","45.39184702","-75.69687873"
"4.550","0.2159","14","0.0000","0.0000","38.6746","-132.9207","0.0000","27.8828","28.4000","0.1900","10000.0000","45.39184708","-75.69687865"
"4.600","0.2129","14","0.0000","0.0000","37.3471","-117.3567","0.0000","27.8837","28.3990","0.1905","10000.0000","45.39184713","-75.69687857"
"4.650","0.2114","14","0.0000","0.0000","34.3500","-76.1382","0.0000","27.8814","28.3490","0.2155","10000.0000","45.39184722","-75.69687848"
"4.700","0.2114","14","0.0000","0.0000","31.3466","-36.2825","0.0000","27.8795","28.3000","0.2399","10000.0000","45.39184730","-75.69687839"
"4.750","0.2846","14","0.0000","0.0000","28.0332","-63.2044","0.0000","27.9014","28.3000","0.2349","10000.0000","45.39184736","-75.69687836"
"4.800","0.3550","13","0.0000","0.0000","24.7775","-87.0646","0.0000","27.9228","28.2990","0.2301","10000.0000","45.39184741","-75.69687832"
"4.850","0.2878","13","0.0000","0.0000","24.3428","39.1009","0.0000","27.9184","28.2490","0.2351","10000.0000","45.39184739","-75.69687812"
"4.900","0.2209","13","0.0000","0.0000","24.2059","160.7421","0.0000","27.9142","28.2000","0.2394","10000.0000","45.39184737","-75.69687792"
"4.950","0.1696","13","0.0000","0.0000","38.6612","60.6903","0.0000","27.9179","28.2000","0.2094","10000.0000","45.39184746","-75.69687791"
"5.000","0.1199","13","0.0000","0.0000","52.7226","-38.1892","0.0000","27.9218","28.1990","0.1799","10000.0000","45.39184755","-75.69687789"
"5.050","0.1426","13","0.0000","0.0000","47.4821","-79.6254","0.0000","27.9330","28.1490","0.1749","10000.0000","45.39184751","-75.69687786"
"5.100","0.1653","13","0.0000","0.0000","42.3642","-117.3353","0.0000","27.9443","28.1000","0.1706","10000.0000","45.39184748","-75.69687783"
"5.150","0.1797","13","0.0000","0.0000","43.2547","27.5442","0.0000","27.9565","28.1000","0.2006","10000.0000","45.39184749","-75.69687772"
"5.200","0.1950","13","0.0000","0.0000","43.9018","166.5781","0.0000","27.9684","28.0990","0.2298","10000.0000","45.39184751","-75.69687762"
"5.250","0.2540","13","0.0000","0.0000","32.6237","19.1743","0.0000","27.9614","28.0490","0.2198","10000.0000","45.39184751","-75.69687760"
"5.300","0.3098","13","0.0000","0.0000","21.9849","-124.1276","0.0000","27.9549","28.0000","0.2096","10000.0000","45.39184751","-75.69687758"
"5.350","0.2108","13","0.0000","0.0000","42.6722","-66.4323","0.0000","27.9671","28.0000","0.1896","10000.0000","45.39184753","-75.69687748"
"5.400","0.1145","13","0.0000","0.0000","62.5938","-10.2027","0.0000","27.9793","27.9990","0.1707","10000.0000","45.39184754","-75.69687737"
"5.450","0.1476","13","0.0000","0.0000","44.9901","-25.7887","0.0000","27.9864","27.9490","0.2057","10000.0000","45.39184761","-75.69687737"
"5.500","0.1798","13","0.0000","0.0000","27.7818","-41.9468","0.0000","27.9933","27.9000","0.2396","10000.0000","45.39184767","-75.69687737"
"5.550","0.1703","13","0.0000","0.0000","29.9510","-86.1385","0.0000","27.9906","27.9000","0.2196","10000.0000","45.39184763","-75.69687731"
"5.600","0.1622","13","0.0000","0.0000","31.9244","-129.6608","0.0000","27.9880","27.8990","0.2004","10000.0000","45.39184759","-75.69687724"
"5.650","0.2235","13","0.0000","0.0000","24.3043","-140.3781","0.0000","27.9889","27.8490","0.2204","10000.0000","45.39184758","-75.69687718"
"5.700","0.2821","13","0.0000","0.0000","16.9600","-151.0129","0.0000","27.9899","27.8000","0.2399","10000.0000","45.39184757","-75.69687712"
"5.750","0.2146","13","0.0000","0.0000","23.1301","-157.6058","0.0000","27.9979","27.8000","0.2349","10000.0000","45.39184763","-75.69687706"
"5.800","0.1481","13","0.0000","0.0000","29.0890","-163.8923","0.0000","28.0056","27.8000","0.2299","10000.0000","45.39184768","-75.69687700"
"5.850","0.1336","13","0.0000","0.0000","24.7002","-155.1706","0.0000","27.9986","27.8000","0.2249","10000.0000","45.39184768","-75.69687698"
"5.900","0.1198","13","0.0000","0.0000","20.4464","-143.6898","0.0000","27.9917","27.7990","0.2204","10000.0000","45.39184768","-75.69687696"
"5.950","0.1385","13","0.0000","0.0000","22.8041","2.9812","0.0000","27.9892","27.7490","0.2404","10000.0000","45.39184771","-75.69687689"
"6.000","0.1562","13","0.0000","0.0000","25.3160","146.2650","0.0000","27.9869","27.7000","0.2594","10000.0000","45.39184773","-75.69687681"
"6.050","0.1219","13","0.0000","0.0000","35.3807","123.5799","0.0000","27.9949","27.7000","0.2294","10000.0000","45.39184778","-75.69687675"
"6.100","0.0891","13","0.0000","0.0000","45.0115","100.6587","0.0000","28.0028","27.7000","0.2004","10000.0000","45.39184784","-75.69687669"
"6.150","0.1332","13","0.0000","0.0000","33.3801","66.1691","0.0000","28.0108","27.7000","0.2204","10000.0000","45.39184790","-75.69687662"
"6.200","0.1759","13","0.0000","0.0000","22.0879","32.7777","0.0000","28.0188","27.6990","0.2395","10000.0000","45.39184795","-75.69687656"
"6.250","0.1526","13","0.0000","0.0000","27.4140","53.2005","0.0000","28.0266","27.6490","0.2145","10000.0000","45.39184794","-75.69687652"
"6.300","0.1297","13","0.0000","0.0000","32.6014","72.7316","0.0000","28.0341","27.6000","0.1905","10000.0000","45.39184794","-75.69687647"
"6.350","0.1245","13","0.0000","0.0000","30.9909","48.5702","0.0000","28.0237","27.6000","0.2155","10000.0000","45.39184797","-75.69687644"
"6.400","0.1203","13","0.0000","0.0000","29.2593","22.8697","0.0000","28.0137","27.6000","0.2403","10000.0000","45.39184799","-75.69687641"
"6.450","0.1671","13","0.0000","0.0000","21.5977","-78.2462","0.0000","28.0179","27.6000","0.2553","10000.0000","45.39184796","-75.69687636"
"6.500","0.2131","13","0.0000","0.0000","14.0487","-174.6983","0.0000","28.0221","27.5990","0.2695","10000.0000","45.39184792","-75.69687631"
"6.550","0.2175","13","0.0000","0.0000","12.0135","-42.6185","0.0000","28.0232","27.5490","0.2445","10000.0000","45.39184797","-75.69687624"
"6.600","0.2206","13","0.0000","0.0000","10.1150","87.6327","0.0000","28.0240","27.5000","0.2205","10000.0000","45.39184803","-75.69687616"
"6.650","0.1537","13","0.0000","0.0000","14.9163","128.2842","0.0000","28.0169","27.5000","0.2455","10000.0000","45.39184796","-75.69687616"
"6.700","0.0888","13","0.0000","0.0000","19.6202","167.5514","0.0000","28.0101","27.5000","0.2696","10000.0000","45.39184790","-75.69687616"
"6.750","0.1189","13","0.0000","0.0000","19.5459","138.9928","0.0000","28.0179","27.5000","0.2496","10000.0000","45.39184789","-75.69687611"
"6.800","0.1486","13","0.0000","0.0000","19.4612","110.6089","0.0000","28.0255","27.4990","0.2298","10000.0000","45.39184789","-75.69687607"
"6.850","0.1569","13","0.0000","0.0000","18.8645","90.7859","0.0000","28.0230","27.4490","0.2198","10000.0000","45.39184791","-75.69687599"
"6.900","0.1644","13","0.0000","0.0000","18.2909","72.1391","0.0000","28.0205","27.4000","0.2106","10000.0000","45.39184793","-75.69687591"
"6.950","0.1359","13","0.0000","0.0000","18.8468","111.1196","0.0000","28.0178","27.4000","0.2406","10000.0000","45.39184789","-75.69687585"
"7.000","0.1089","13","0.0000","0.0000","19.3686","148.5931","0.0000","28.0152","27.4000","0.2694","10000.0000","45.39184785","-75.69687579"
"7.050","0.1535","13","0.0000","0.0000","18.2247","112.2231","0.0000","28.0205","27.4000","0.2394","10000.0000","45.39184787","-75.69687566"
"7.100","0.1966","13","0.0000","0.0000","17.1148","77.1872","0.0000","28.0255","27.4000","0.2107","10000.0000","45.39184788","-75.69687554"
"7.150","0.1653","13","0.0000","0.0000","17.6703","107.5186","0.0000","28.0159","27.4000","0.2457","10000.0000","45.39184784","-75.69687546"
"7.200","0.1359","13","0.0000","0.0000","18.1279","136.9897","0.0000","28.0064","27.3990","0.2797","10000.0000","45.39184780","-75.69687539"
"7.250","0.1971","13","0.0000","0.0000","13.7885","124.3025","0.0000","28.0037","27.3490","0.2647","10000.0000","45.39184776","-75.69687532"
"7.300","0.2559","13","0.0000","0.0000","9.5626","112.5147","0.0000","28.0011","27.3000","0.2502","10000.0000","45.39184772","-75.69687526"
"7.350","0.1947","13","0.0000","0.0000","10.8979","144.7944","0.0000","28.0054","27.3000","0.2602","10000.0000","45.39184769","-75.69687522"
"7.400","0.1339","13","0.0000","0.0000","12.8838","173.7930","0.0000","28.0095","27.3000","0.2695","10000.0000","45.39184765","-75.69687517"
"7.450","0.0920","13","0.0000","0.0000","46.7435","42.0163","0.0000","28.0035","27.3000","0.2445","10000.0000","45.39184770","-75.69687508"
"7.500","0.0520","13","0.0000","0.0000","79.2506","-86.6402","0.0000","27.9976","27.3000","0.2206","10000.0000","45.39184776","-75.69687498"
"7.550","0.1050","13","0.0000","0.0000","45.4792","-62.4103","0.0000","27.9906","27.3000","0.2506","10000.0000","45.39184776","-75.69687497"
"7.600","0.1559","13","0.0000","0.0000","12.2722","-38.1777","0.0000","27.9837","27.2990","0.2798","10000.0000","45.39184776","-75.69687495"
"7.650","0.1029","13","0.0000","0.0000","6.7173","-13.8134","0.0000","27.9812","27.2490","0.2698","10000.0000","45.39184778","-75.69687487"
"7.700","0.0516","13","0.0000","0.0000","1.3079","11.5158","0.0000","27.9787","27.2000","0.2603","10000.0000","45.39184780","-75.69687480"
"7.750","0.0885","13","0.0000","0.0000","3.0236","84.1229","0.0000","27.9794","27.2000","0.2753","10000.0000","45.39184773","-75.69687475"
"7.800","0.1245","13","0.0000","0.0000","4.6368","153.6339","0.0000","27.9801","27.2000","0.2900","10000.0000","45.39184766","-75.69687470"
"7.850","0.1162","13","0.0000","0.0000","1.2275","71.4380","0.0000","27.9767","27.2000","0.2900","10000.0000","45.39184769","-75.69687469"
"7.900","0.1080","13","0.0000","0.0000","-2.1683","-7.5694","0.0000","27.9734","27.2000","0.2899","10000.0000","45.39184772","-75.69687467"
"7.950","0.1080","13","0.0000","0.0000","-4.9075","69.6602","0.0000","27.9760","27.2000","0.2849","10000.0000","45.39184770","-75.69687448"
"8.000","0.1073","13","0.0000","0.0000","-7.0621","143.8918","0.0000","27.9786","27.1990","0.2798","10000.0000","45.39184768","-75.69687430"
"8.050","0.0713","13","0.0000","0.0000","19.4296","71.2192","0.0000","27.9830","27.1490","0.2698","10000.0000","45.39184770","-75.69687424"
"8.100","0.0384","13","0.0000","0.0000","45.0070","-0.6380","0.0000","27.9874","27.1000","0.2600","10000.0000","45.39184772","-75.69687418"
"8.150","0.1575","13","0.0000","0.0000","25.7852","-32.5368","0.0000","27.9910","27.1000","0.2600","10000.0000","45.39184775","-75.69687418"
"8.200","0.2730","13","0.0000","0.0000","6.8911","-63.0590","0.0000","27.9944","27.1000","0.2601","10000.0000","45.39184779","-75.69687418"
"8.250","0.2122","13","0.0000","0.0000","4.0539","-26.1283","0.0000","27.9919","27.1000","0.2651","10000.0000","45.39184781","-75.69687410"
"8.300","0.1520","13","0.0000","0.0000","1.5816","8.6686","0.0000","27.9895","27.1000","0.2695","10000.0000","45.39184783","-75.69687402"
"8.350","0.1159","13","0.0000","0.0000","16.9832","-61.0865","0.0000","27.9947","27.1000","0.2445","10000.0000","45.39184778","-75.69687391"
"8.400","0.0810","13","0.0000","0.0000","31.8801","-128.0713","0.0000","27.9997","27.0990","0.2205","10000.0000","45.39184774","-75.69687381"
"8.450","0.1056","13","0.0000","0.0000","22.0462","-59.3148","0.0000","27.9999","27.0490","0.2455","10000.0000","45.39184780","-75.69687379"
"8.500","0.1290","13","0.0000","0.0000","12.5086","7.5078","0.0000","28.0000","27.0000","0.2697","10000.0000","45.39184786","-75.69687377"
"8.550","0.0896","13","0.0000","0.0000","17.4933","-20.4334","0.0000","28.0009","27.0000","0.2547","10000.0000","45.39184786","-75.69687371"
"8.600","0.0533","13","0.0000","0.0000","22.1419","-47.0865","0.0000","28.0015","27.0000","0.2402","10000.0000","45.39184785","-75.69687365"
"8.650","0.1730","13","0.0000","0.0000","10.3262","-10.6240","0.0000","27.9913","27.0000","0.2502","10000.0000","45.39184794","-75.69687360"
"8.700","0.2886","13","0.0000","0.0000","-1.1166","24.9389","0.0000","27.9815","27.0000","0.2601","10000.0000","45.39184803","-75.69687356"
"8.750","0.2084","13","0.0000","0.0000","5.7145","16.4175","0.0000","27.9893","27.0000","0.2651","10000.0000","45.39184803","-75.69687351"
"8.800","0.1317","13","0.0000","0.0000","12.2959","8.3624","0.0000","27.9968","26.9990","0.2697","10000.0000","45.39184802","-75.69687346"
"8.850","0.2247","13","0.0000","0.0000","6.6488","23.1513","0.0000","27.9864","26.9490","0.2547","10000.0000","45.39184805","-75.69687343"
"8.900","0.3139","13","0.0000","0.0000","1.1882","38.5262","0.0000","27.9762","26.9000","0.2402","10000.0000","45.39184808","-75.69687340"
"8.950","0.2157","13","0.0000","0.0000","4.8708","82.6137","0.0000","27.9734","26.9000","0.2502","10000.0000","45.39184798","-75.69687336"
"9.000","0.1196","13","0.0000","0.0000","8.5419","124.7997","0.0000","27.9706","26.9000","0.2599","10000.0000","45.39184788","-75.69687331"
"9.050","0.1272","13","0.0000","0.0000","11.6425","73.8115","0.0000","27.9707","26.9000","0.2549","10000.0000","45.39184794","-75.69687329"
"9.100","0.1364","13","0.0000","0.0000","14.5587","23.7716","0.0000","27.9708","26.9000","0.2502","10000.0000","45.39184800","-75.69687328"
"9.150","0.2229","13","0.0000","0.0000","8.4325","20.1943","0.0000","27.9676","26.9000","0.2602","10000.0000","45.39184810","-75.69687325"
"9.200","0.3049","13","0.0000","0.0000","2.8334","14.9188","0.0000","27.9645","26.8990","0.2698","10000.0000","45.39184819","-75.69687321"
"9.250","0.1691","13","0.0000","0.0000","23.0599","-73.5733","0.0000","27.9696","26.8490","0.2598","10000.0000","45.39184814","-75.69687311"
"9.300","0.0363","13","0.0000","0.0000","42.5210","-158.2426","0.0000","27.9745","26.8000","0.2497","10000.0000","45.39184809","-75.69687300"
"9.350","0.0494","13","0.0000","0.0000","24.4776","-55.5967","0.0000","27.9676","26.8000","0.2347","10000.0000","45.39184809","-75.69687298"
