"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GG25"
"Racer","Ben"
"Championship","P7"
"Comment","6 cones 30ft per
90 degree arb
(low fuel runs) {
6.90
6.38
6.98
}
6.78
6.38
6.86"
"2.800","0.6026","12","0.0000","0.0000","-4.4317","162.9613","0.0000","33.2153","32.2000","0.4089","10000.0000","45.39173634","-75.69673983"
"2.850","0.6193","12","0.0000","0.0000","-5.1520","166.0680","0.0000","33.2073","32.2000","0.4100","10000.0000","45.39173623","-75.69673977"
"2.900","0.6493","12","0.0000","0.0000","-6.4085","168.7609","0.0000","33.1939","32.2000","0.4100","10000.0000","45.39173610","-75.69673971"
"2.950","0.5391","12","0.0000","0.0000","-8.5469","147.1538","0.0000","33.1941","32.2000","0.3671","10000.0000","45.39173624","-75.69673966"
"3.000","0.3893","12","0.0000","0.0000","-10.9339","118.6929","0.0000","33.1982","32.2000","0.3121","10000.0000","45.39173646","-75.69673961"
"3.050","0.2770","12","0.0000","0.0000","-20.0490","6.2223","0.0000","33.1929","32.2000","0.3078","10000.0000","45.39173651","-75.69673964"
"3.100","0.1751","12","0.0000","0.0000","-31.0616","-129.9434","0.0000","33.1851","32.2000","0.3178","10000.0000","45.39173652","-75.69673968"
"3.150","0.2264","13","0.0000","0.0000","-25.4602","-167.0953","0.0000","33.1838","32.2000","0.3512","10000.0000","45.39173642","-75.69673967"
"3.200","0.3208","13","0.0000","0.0000","-15.1727","-176.3204","0.0000","33.1844","32.2000","0.3912","10000.0000","45.39173628","-75.69673964"
"3.250","0.3115","13","0.0000","0.0000","-13.1214","-45.4733","0.0000","33.1899","32.1610","0.4039","10000.0000","45.39173625","-75.69673965"
"3.300","0.2730","13","0.0000","0.0000","-13.3932","124.8812","0.0000","33.1969","32.1110","0.4089","10000.0000","45.39173625","-75.69673966"
"3.350","0.2242","13","0.0000","0.0000","-11.8695","145.2699","0.0000","33.2155","32.1000","0.3749","10000.0000","45.39173630","-75.69673964"
"3.400","0.1724","13","0.0000","0.0000","-9.8394","123.3606","0.0000","33.2374","32.1000","0.3299","10000.0000","45.39173636","-75.69673961"
"3.450","0.2004","13","0.0000","0.0000","-9.9789","2.1698","0.0000","33.2355","32.1000","0.3512","10000.0000","45.39173638","-75.69673969"
"3.500","0.2510","13","0.0000","0.0000","-10.7304","-147.0234","0.0000","33.2268","32.1000","0.3912","10000.0000","45.39173639","-75.69673980"
"3.550","0.2630","13","0.0000","0.0000","-11.8930","-46.3859","0.0000","33.2140","32.1000","0.4039","10000.0000","45.39173640","-75.69673980"
"3.600","0.2643","13","0.0000","0.0000","-13.1716","124.7167","0.0000","33.2001","32.1000","0.4089","10000.0000","45.39173640","-75.69673976"
"3.650","0.2343","13","0.0000","0.0000","-20.4442","165.5864","0.0000","33.1930","32.1390","0.4022","10000.0000","45.39173643","-75.69673984"
"3.700","0.1956","13","0.0000","0.0000","-29.4073","169.7237","0.0000","33.1879","32.1890","0.3922","10000.0000","45.39173648","-75.69673995"
"3.750","0.1737","13","0.0000","0.0000","-31.2215","104.2048","0.0000","33.1852","32.2000","0.3783","10000.0000","45.39173670","-75.69674007"
"3.800","0.1565","13","0.0000","0.0000","-31.0193","19.0392","0.0000","33.1832","32.2000","0.3633","10000.0000","45.39173698","-75.69674019"
"3.850","0.2264","13","0.0000","0.0000","-23.7803","2.6203","0.0000","33.1878","32.2000","0.3795","10000.0000","45.39173714","-75.69674025"
"3.900","0.3208","13","0.0000","0.0000","-14.5567","5.5916","0.0000","33.1942","32.2000","0.4045","10000.0000","45.39173728","-75.69674030"
"3.950","0.2662","13","0.0000","0.0000","-28.4243","-26.6993","0.0000","33.1778","32.2000","0.3476","10000.0000","45.39173727","-75.69674038"
"4.000","0.1697","13","0.0000","0.0000","-48.8048","-68.9358","0.0000","33.1551","32.2000","0.2676","10000.0000","45.39173722","-75.69674047"
"4.050","0.1635","13","0.0000","0.0000","-45.5507","-46.3458","0.0000","33.1496","32.2000","0.2968","10000.0000","45.39173731","-75.69674052"
"4.100","0.1828","13","0.0000","0.0000","-35.6304","-5.4713","0.0000","33.1491","32.2000","0.3568","10000.0000","45.39173745","-75.69674055"
"4.150","0.1607","12","0.0000","0.0000","-40.3188","23.6510","0.0000","33.1605","32.2390","0.3076","10000.0000","45.39173747","-75.69674053"
"4.200","0.1268","12","0.0000","0.0000","-49.1276","49.4585","0.0000","33.1753","32.2890","0.2276","10000.0000","45.39173746","-75.69674050"
"4.250","0.1559","12","0.0000","0.0000","-40.3134","92.3835","0.0000","33.1817","32.3000","0.2919","10000.0000","45.39173738","-75.69674047"
"4.300","0.2027","12","0.0000","0.0000","-26.5286","140.1366","0.0000","33.1858","32.3000","0.3969","10000.0000","45.39173728","-75.69674044"
"4.350","0.2029","12","0.0000","0.0000","-28.3641","28.2476","0.0000","33.1773","32.3000","0.3810","10000.0000","45.39173729","-75.69674051"
"4.400","0.1899","12","0.0000","0.0000","-34.6053","-128.6685","0.0000","33.1652","32.3000","0.3310","10000.0000","45.39173734","-75.69674060"
"4.450","0.2653","12","0.0000","0.0000","-30.3537","-93.9773","0.0000","33.1529","32.3000","0.3473","10000.0000","45.39173759","-75.69674069"
"4.500","0.3657","12","0.0000","0.0000","-23.1427","-5.2430","0.0000","33.1406","32.3000","0.3823","10000.0000","45.39173789","-75.69674078"
"4.550","0.6179","12","0.0000","0.0000","-15.9922","3.7222","0.0000","33.1353","32.3390","0.4212","10000.0000","45.39173833","-75.69674096"
"4.600","0.9131","12","0.0000","0.0000","-8.8589","-9.8116","0.0000","33.1321","32.3890","0.4612","10000.0000","45.39173881","-75.69674115"
"4.650","1.1240","12","0.0000","0.0000","-7.0367","-16.8287","0.0000","33.1143","32.4000","0.4700","10000.0000","45.39173917","-75.69674140"
"4.700","1.3111","12","0.0000","0.0000","-6.7125","-22.0076","0.0000","33.0924","32.4000","0.4700","10000.0000","45.39173950","-75.69674166"
"4.750","1.1671","12","0.0000","0.0000","-7.6313","-22.3314","0.0000","33.0908","32.4000","0.4700","10000.0000","45.39173949","-75.69674170"
"4.800","0.9296","12","0.0000","0.0000","-8.9007","-21.2857","0.0000","33.0949","32.4000","0.4700","10000.0000","45.39173939","-75.69674167"
"4.850","0.7420","12","0.0000","0.0000","-11.8941","-23.0672","0.0000","33.1018","32.4000","0.4661","10000.0000","45.39173931","-75.69674164"
"4.900","0.5685","12","0.0000","0.0000","-15.3737","-25.6461","0.0000","33.1095","32.4000","0.4611","10000.0000","45.39173924","-75.69674161"
"4.950","0.6000","12","0.0000","0.0000","-13.4091","-26.3070","0.0000","33.1128","32.4390","0.4639","10000.0000","45.39173936","-75.69674167"
"5.000","0.6894","12","0.0000","0.0000","-9.9089","-26.4270","0.0000","33.1150","32.4890","0.4689","10000.0000","45.39173954","-75.69674176"
"5.050","0.7264","12","0.0000","0.0000","-9.4421","-24.1089","0.0000","33.1117","32.5000","0.4700","10000.0000","45.39173971","-75.69674184"
"5.100","0.7486","12","0.0000","0.0000","-9.8309","-21.1032","0.0000","33.1069","32.5000","0.4700","10000.0000","45.39173988","-75.69674192"
"5.150","0.6269","13","0.0000","0.0000","-12.9181","-19.6569","0.0000","33.1089","32.5000","0.4661","10000.0000","45.39173979","-75.69674192"
"5.200","0.4647","13","0.0000","0.0000","-16.7664","-18.6504","0.0000","33.1128","32.5000","0.4611","10000.0000","45.39173963","-75.69674191"
"5.250","0.3816","13","0.0000","0.0000","-19.9732","-36.0548","0.0000","33.1108","32.5000","0.4249","10000.0000","45.39173952","-75.69674192"
"5.300","0.3209","13","0.0000","0.0000","-22.9991","-58.6520","0.0000","33.1071","32.5000","0.3799","10000.0000","45.39173942","-75.69674193"
"5.350","0.2520","13","0.0000","0.0000","-37.8714","-15.8255","0.0000","33.0933","32.5390","0.2959","10000.0000","45.39173937","-75.69674187"
"5.400","0.1807","13","0.0000","0.0000","-56.0850","45.4539","0.0000","33.0767","32.5890","0.2009","10000.0000","45.39173933","-75.69674177"
"5.450","0.2173","13","0.0000","0.0000","-46.2589","7.1002","0.0000","33.0718","32.6000","0.2385","10000.0000","45.39173938","-75.69674184"
"5.500","0.2843","13","0.0000","0.0000","-28.5243","-59.3552","0.0000","33.0702","32.6000","0.3135","10000.0000","45.39173946","-75.69674194"
"5.550","0.2856","13","0.0000","0.0000","-30.3295","-106.5180","0.0000","33.0535","32.6000","0.3105","10000.0000","45.39173943","-75.69674194"
"5.600","0.2683","13","0.0000","0.0000","-37.6460","-148.2392","0.0000","33.0324","32.6000","0.2855","10000.0000","45.39173936","-75.69674191"
"5.650","0.2821","13","0.0000","0.0000","-40.6756","-37.5376","0.0000","33.0197","32.6390","0.3073","10000.0000","45.39173937","-75.69674188"
"5.700","0.3047","13","0.0000","0.0000","-42.4960","116.1551","0.0000","33.0093","32.6890","0.3423","10000.0000","45.39173940","-75.69674185"
"5.750","0.2841","13","0.0000","0.0000","-47.1458","37.5040","0.0000","33.0037","32.7000","0.2993","10000.0000","45.39173944","-75.69674188"
"5.800","0.2514","13","0.0000","0.0000","-52.5936","-106.6800","0.0000","32.9995","32.7000","0.2343","10000.0000","45.39173948","-75.69674192"
"5.850","0.2399","13","0.0000","0.0000","-52.1506","-131.3289","0.0000","32.9959","32.7000","0.2122","10000.0000","45.39173951","-75.69674192"
"5.900","0.2345","13","0.0000","0.0000","-50.0461","-122.2627","0.0000","32.9925","32.7000","0.2022","10000.0000","45.39173954","-75.69674191"
"5.950","0.2862","13","0.0000","0.0000","-41.3711","-32.8524","0.0000","33.0018","32.7390","0.2351","10000.0000","45.39173951","-75.69674178"
"6.000","0.3540","13","0.0000","0.0000","-30.8428","79.2192","0.0000","33.0148","32.7890","0.2801","10000.0000","45.39173945","-75.69674163"
"6.050","0.3611","13","0.0000","0.0000","-28.2538","127.1893","0.0000","33.0154","32.8000","0.3368","10000.0000","45.39173936","-75.69674156"
"6.100","0.3512","13","0.0000","0.0000","-27.9041","157.0796","0.0000","33.0126","32.8000","0.3968","10000.0000","45.39173926","-75.69674151"
"6.150","0.4039","13","0.0000","0.0000","-23.9837","154.6305","0.0000","33.0193","32.8000","0.4139","10000.0000","45.39173917","-75.69674138"
"6.200","0.4742","13","0.0000","0.0000","-19.0562","143.0602","0.0000","33.0287","32.8000","0.4189","10000.0000","45.39173908","-75.69674123"
"6.250","0.3980","13","0.0000","0.0000","-25.5816","16.4981","0.0000","33.0236","32.8000","0.3810","10000.0000","45.39173918","-75.69674130"
"6.300","0.2804","13","0.0000","0.0000","-35.3373","-142.4974","0.0000","33.0143","32.8000","0.3310","10000.0000","45.39173933","-75.69674144"
"6.350","0.2359","13","0.0000","0.0000","-41.3143","-151.6717","0.0000","33.0091","32.8390","0.2771","10000.0000","45.39173944","-75.69674149"
"6.400","0.2121","13","0.0000","0.0000","-46.2255","-118.5887","0.0000","33.0050","32.8890","0.2221","10000.0000","45.39173954","-75.69674152"
"6.450","0.2149","13","0.0000","0.0000","-47.1507","-127.7061","0.0000","33.0047","32.9000","0.2334","10000.0000","45.39173956","-75.69674148"
"6.500","0.2254","13","0.0000","0.0000","-46.9516","-148.7261","0.0000","33.0056","32.9000","0.2634","10000.0000","45.39173955","-75.69674142"
"6.550","0.2521","13","0.0000","0.0000","-42.6301","-86.6700","0.0000","32.9995","32.9000","0.2934","10000.0000","45.39173976","-75.69674144"
"6.600","0.2834","13","0.0000","0.0000","-37.1459","-1.1822","0.0000","32.9914","32.9000","0.3234","10000.0000","45.39174002","-75.69674149"
"6.650","0.3766","13","0.0000","0.0000","-29.4702","-7.8032","0.0000","32.9946","32.9000","0.3495","10000.0000","45.39174019","-75.69674153"
"6.700","0.4873","13","0.0000","0.0000","-21.1763","-40.4036","0.0000","33.0011","32.9000","0.3745","10000.0000","45.39174032","-75.69674158"
"6.750","0.5185","13","0.0000","0.0000","-19.4569","-33.6535","0.0000","32.9994","32.9000","0.3917","10000.0000","45.39174048","-75.69674160"
"6.800","0.5272","13","0.0000","0.0000","-19.5917","-15.8045","0.0000","32.9954","32.9000","0.4067","10000.0000","45.39174064","-75.69674161"
"6.850","0.4419","13","0.0000","0.0000","-26.4562","-22.7771","0.0000","32.9951","32.9390","0.3905","10000.0000","45.39174062","-75.69674158"
"6.900","0.3301","13","0.0000","0.0000","-35.2189","-36.7507","0.0000","32.9958","32.9890","0.3655","10000.0000","45.39174055","-75.69674154"
"6.950","0.3030","13","0.0000","0.0000","-33.9892","-30.9989","0.0000","32.9961","33.0000","0.3678","10000.0000","45.39174058","-75.69674151"
"7.000","0.2997","13","0.0000","0.0000","-29.9412","-19.6836","0.0000","32.9963","33.0000","0.3778","10000.0000","45.39174065","-75.69674150"
"7.050","0.2643","13","0.0000","0.0000","-36.4637","23.8947","0.0000","33.0035","33.0000","0.3176","10000.0000","45.39174055","-75.69674139"
"7.100","0.2197","13","0.0000","0.0000","-45.9677","76.5728","0.0000","33.0128","33.0000","0.2376","10000.0000","45.39174040","-75.69674125"
"7.150","0.1996","14","0.0000","0.0000","-51.2566","122.0271","0.0000","33.0092","33.0000","0.2356","10000.0000","45.39174031","-75.69674122"
"7.200","0.1865","14","0.0000","0.0000","-55.3567","165.4440","0.0000","33.0021","33.0000","0.2556","10000.0000","45.39174025","-75.69674122"
"7.250","0.1849","14","0.0000","0.0000","-51.7617","145.2799","0.0000","33.0018","33.0000","0.2483","10000.0000","45.39174018","-75.69674113"
"7.300","0.1867","14","0.0000","0.0000","-45.9963","107.1828","0.0000","33.0034","33.0000","0.2333","10000.0000","45.39174010","-75.69674103"
"7.350","0.1871","14","0.0000","0.0000","-47.3694","121.8564","0.0000","33.0098","33.0000","0.2573","10000.0000","45.39174008","-75.69674097"
"7.400","0.1871","14","0.0000","0.0000","-50.7560","151.4141","0.0000","33.0176","33.0000","0.2923","10000.0000","45.39174007","-75.69674092"
"7.450","0.1871","14","0.0000","0.0000","-48.8595","134.8618","0.0000","33.0031","33.0390","0.2688","10000.0000","45.39174006","-75.69674087"
"7.500","0.1871","14","0.0000","0.0000","-45.4730","105.3041","0.0000","32.9822","33.0890","0.2288","10000.0000","45.39174006","-75.69674083"
"7.550","0.1972","14","0.0000","0.0000","-40.9631","5.9221","0.0000","32.9836","33.1000","0.2278","10000.0000","45.39174001","-75.69674079"
"7.600","0.2101","14","0.0000","0.0000","-36.1364","-113.1538","0.0000","32.9912","33.1000","0.2378","10000.0000","45.39173994","-75.69674076"
"7.650","0.2302","14","0.0000","0.0000","-33.7364","-133.0197","0.0000","32.9842","33.1000","0.2322","10000.0000","45.39173995","-75.69674078"
"7.700","0.2522","14","0.0000","0.0000","-32.0209","-124.9033","0.0000","32.9729","33.1000","0.2222","10000.0000","45.39173999","-75.69674081"
"7.750","0.3014","14","0.0000","0.0000","-27.7431","-76.6991","0.0000","32.9675","33.1000","0.2863","10000.0000","45.39174018","-75.69674081"
"7.800","0.3582","14","0.0000","0.0000","-22.7426","-17.1881","0.0000","32.9637","33.1000","0.3713","10000.0000","45.39174040","-75.69674081"
"7.850","0.3910","14","0.0000","0.0000","-20.8012","-26.2252","0.0000","32.9534","33.1000","0.3666","10000.0000","45.39174049","-75.69674088"
"7.900","0.4172","14","0.0000","0.0000","-19.7225","-54.5963","0.0000","32.9413","33.1000","0.3366","10000.0000","45.39174054","-75.69674098"
"7.950","0.3159","14","0.0000","0.0000","-38.2543","-56.4742","0.0000","32.9367","33.1000","0.2949","10000.0000","45.39174056","-75.69674094"
"8.000","0.1786","14","0.0000","0.0000","-62.3172","-50.8797","0.0000","32.9342","33.1000","0.2499","10000.0000","45.39174059","-75.69674086"
"8.050","0.1662","14","0.0000","0.0000","-60.9636","-56.1877","0.0000","32.9168","33.1000","0.2439","10000.0000","45.39174065","-75.69674084"
"8.100","0.1889","14","0.0000","0.0000","-52.4414","-64.5708","0.0000","32.8952","33.1000","0.2489","10000.0000","45.39174071","-75.69674084"
"8.150","0.2092","14","0.0000","0.0000","-50.1830","-87.4178","0.0000","32.8823","33.1390","0.2305","10000.0000","45.39174075","-75.69674081"
"8.200","0.2290","14","0.0000","0.0000","-49.6913","-114.3443","0.0000","32.8720","33.1890","0.2055","10000.0000","45.39174078","-75.69674078"
"8.250","0.2153","14","0.0000","0.0000","-52.9228","-137.6107","0.0000","32.8758","33.2000","0.2156","10000.0000","45.39174079","-75.69674074"
"8.300","0.1921","14","0.0000","0.0000","-57.2044","-159.8447","0.0000","32.8836","33.2000","0.2356","10000.0000","45.39174078","-75.69674069"
"8.350","0.2083","14","0.0000","0.0000","-67.1226","-144.4978","0.0000","32.8536","33.2000","0.2166","10000.0000","45.39174087","-75.69674074"
"8.400","0.2355","14","0.0000","0.0000","-78.6307","-118.5512","0.0000","32.8130","33.2000","0.1866","10000.0000","45.39174098","-75.69674082"
"8.450","0.2863","14","0.0000","0.0000","-63.9963","-84.3659","0.0000","32.7908","33.2000","0.2307","10000.0000","45.39174118","-75.69674097"
"8.500","0.3437","14","0.0000","0.0000","-41.9884","-47.8569","0.0000","32.7739","33.2000","0.2957","10000.0000","45.39174139","-75.69674113"
"8.550","0.3270","14","0.0000","0.0000","-46.9413","-40.3545","0.0000","32.7506","33.2000","0.2827","10000.0000","45.39174147","-75.69674117"
"8.600","0.2894","14","0.0000","0.0000","-59.4986","-41.0336","0.0000","32.7254","33.2000","0.2477","10000.0000","45.39174151","-75.69674117"
"8.650","0.2987","14","0.0000","0.0000","-58.0682","44.0985","0.0000","32.7096","33.1610","0.2400","10000.0000","45.39174146","-75.69674111"
"8.700","0.3211","14","0.0000","0.0000","-52.6927","153.4338","0.0000","32.6964","33.1110","0.2400","10000.0000","45.39174139","-75.69674103"
"8.750","0.3196","14","0.0000","0.0000","-59.0947","98.5922","0.0000","32.6694","33.1000","0.2322","10000.0000","45.39174154","-75.69674112"
"8.800","0.3115","14","0.0000","0.0000","-68.8186","-2.5557","0.0000","32.6385","33.1000","0.2222","10000.0000","45.39174176","-75.69674126"
"8.850","0.3191","14","0.0000","0.0000","-69.4455","-49.5204","0.0000","32.6263","33.1000","0.2083","10000.0000","45.39174181","-75.69674128"
"8.900","0.3312","14","0.0000","0.0000","-67.5066","-81.2025","0.0000","32.6194","33.1000","0.1933","10000.0000","45.39174181","-75.69674126"
"8.950","0.3211","14","0.0000","0.0000","-71.0795","-73.6579","0.0000","32.6064","33.1000","0.1939","10000.0000","45.39174186","-75.69674127"
"9.000","0.3048","14","0.0000","0.0000","-76.2071","-55.0493","0.0000","32.5918","33.1000","0.1989","10000.0000","45.39174193","-75.69674128"
"9.050","0.3077","14","0.0000","0.0000","-72.7338","15.6441","0.0000","32.5947","33.1000","0.1961","10000.0000","45.39174194","-75.69674125"
"9.100","0.3161","14","0.0000","0.0000","-66.8346","101.0281","0.0000","32.6025","33.1000","0.1911","10000.0000","45.39174193","-75.69674120"
