"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GG25"
"Racer","Ben"
"Championship","P7"
"Comment","6 cones 30ft per
90 degree arb
(low fuel runs) {
6.90
6.38
6.98
}
6.78
6.38
6.86"
"2.550","0.4381","15","0.0000","0.0000","44.9691","-173.1439","0.0000","33.5619","36.2120","0.2488","10000.0000","45.39173589","-75.69677285"
"2.600","0.4679","15","0.0000","0.0000","43.1941","-58.5176","0.0000","33.5770","36.1620","0.2576","10000.0000","45.39173585","-75.69677287"
"2.650","0.5072","15","0.0000","0.0000","41.5979","92.4003","0.0000","33.5952","36.1120","0.2676","10000.0000","45.39173581","-75.69677286"
"2.700","0.4315","14","0.0000","0.0000","52.3271","119.1335","0.0000","33.5837","36.1000","0.2472","10000.0000","45.39173585","-75.69677301"
"2.750","0.3194","14","0.0000","0.0000","66.9486","106.6504","0.0000","33.5629","36.1000","0.2172","10000.0000","45.39173591","-75.69677321"
"2.800","0.3104","14","0.0000","0.0000","65.2797","45.6466","0.0000","33.5726","36.1000","0.2062","10000.0000","45.39173598","-75.69677337"
"2.850","0.3340","14","0.0000","0.0000","58.4663","-30.6796","0.0000","33.5919","36.1000","0.2012","10000.0000","45.39173606","-75.69677353"
"2.900","0.3514","14","0.0000","0.0000","58.1966","30.8102","0.0000","33.6149","36.0620","0.2114","10000.0000","45.39173601","-75.69677363"
"2.950","0.3669","14","0.0000","0.0000","59.9933","135.8208","0.0000","33.6390","36.0120","0.2264","10000.0000","45.39173592","-75.69677370"
"3.000","0.3491","14","0.0000","0.0000","70.3302","145.9389","0.0000","33.6383","36.0000","0.2148","10000.0000","45.39173596","-75.69677379"
"3.050","0.3207","14","0.0000","0.0000","83.3641","126.0908","0.0000","33.6298","36.0000","0.1948","10000.0000","45.39173604","-75.69677389"
"3.100","0.3023","14","0.0000","0.0000","81.0920","49.8007","0.0000","33.6264","35.9620","0.1862","10000.0000","45.39173607","-75.69677400"
"3.150","0.2871","14","0.0000","0.0000","73.9864","-44.3133","0.0000","33.6247","35.9120","0.1812","10000.0000","45.39173608","-75.69677413"
"3.200","0.3159","14","0.0000","0.0000","62.5455","-48.3570","0.0000","33.6197","35.9000","0.1990","10000.0000","45.39173613","-75.69677428"
"3.250","0.3586","14","0.0000","0.0000","49.7356","-23.9576","0.0000","33.6137","35.9000","0.2240","10000.0000","45.39173618","-75.69677445"
"3.300","0.3823","14","0.0000","0.0000","44.8552","-5.4611","0.0000","33.6143","35.8620","0.2300","10000.0000","45.39173623","-75.69677454"
"3.350","0.3999","14","0.0000","0.0000","42.4788","11.1712","0.0000","33.6170","35.8120","0.2300","10000.0000","45.39173627","-75.69677460"
"3.400","0.3803","14","0.0000","0.0000","43.5084","-14.3511","0.0000","33.6130","35.8000","0.2186","10000.0000","45.39173627","-75.69677476"
"3.450","0.3490","14","0.0000","0.0000","45.6135","-53.1855","0.0000","33.6068","35.8000","0.2036","10000.0000","45.39173626","-75.69677495"
"3.500","0.3472","14","0.0000","0.0000","43.8813","-51.3170","0.0000","33.6014","35.8000","0.2152","10000.0000","45.39173629","-75.69677507"
"3.550","0.3546","14","0.0000","0.0000","40.9374","-36.5949","0.0000","33.5963","35.8000","0.2352","10000.0000","45.39173634","-75.69677518"
"3.600","0.3338","14","0.0000","0.0000","42.8476","-12.8208","0.0000","33.5865","35.7620","0.2324","10000.0000","45.39173638","-75.69677523"
"3.650","0.3040","14","0.0000","0.0000","46.2907","13.8118","0.0000","33.5753","35.7120","0.2224","10000.0000","45.39173642","-75.69677526"
"3.700","0.3256","14","0.0000","0.0000","43.2595","-1.9261","0.0000","33.5813","35.7000","0.2276","10000.0000","45.39173650","-75.69677542"
"3.750","0.3633","14","0.0000","0.0000","38.1838","-31.0442","0.0000","33.5928","35.7000","0.2376","10000.0000","45.39173658","-75.69677562"
"3.800","0.3333","14","0.0000","0.0000","38.6108","-42.9645","0.0000","33.5922","35.7000","0.2324","10000.0000","45.39173659","-75.69677572"
"3.850","0.2818","14","0.0000","0.0000","40.7754","-49.4540","0.0000","33.5878","35.7000","0.2224","10000.0000","45.39173656","-75.69677578"
"3.900","0.2502","14","0.0000","0.0000","45.3720","-91.1612","0.0000","33.5893","35.6620","0.2200","10000.0000","45.39173653","-75.69677581"
"3.950","0.2250","14","0.0000","0.0000","50.7366","-143.9898","0.0000","33.5927","35.6120","0.2200","10000.0000","45.39173650","-75.69677582"
"4.000","0.2178","14","0.0000","0.0000","53.0777","-67.5374","0.0000","33.5817","35.6000","0.2124","10000.0000","45.39173655","-75.69677588"
"4.050","0.2164","14","0.0000","0.0000","54.4639","49.7407","0.0000","33.5662","35.6000","0.2024","10000.0000","45.39173663","-75.69677596"
"4.100","0.3200","14","0.0000","0.0000","40.8032","33.2859","0.0000","33.5608","35.6000","0.2228","10000.0000","45.39173676","-75.69677609"
"4.150","0.4568","14","0.0000","0.0000","22.3908","-25.4004","0.0000","33.5585","35.6000","0.2528","10000.0000","45.39173691","-75.69677625"
"4.200","0.3773","14","0.0000","0.0000","30.3579","18.6815","0.0000","33.5472","35.5620","0.2448","10000.0000","45.39173690","-75.69677627"
"4.250","0.2294","14","0.0000","0.0000","46.6554","95.2165","0.0000","33.5331","35.5120","0.2248","10000.0000","45.39173684","-75.69677626"
"4.300","0.1988","14","0.0000","0.0000","51.4020","53.5497","0.0000","33.5398","35.5000","0.2162","10000.0000","45.39173687","-75.69677631"
"4.350","0.2053","14","0.0000","0.0000","52.5010","-25.4441","0.0000","33.5530","35.5000","0.2112","10000.0000","45.39173695","-75.69677639"
"4.400","0.2451","14","0.0000","0.0000","49.0851","24.1664","0.0000","33.5818","35.5000","0.2252","10000.0000","45.39173688","-75.69677634"
"4.450","0.2955","14","0.0000","0.0000","44.2434","114.3889","0.0000","33.6155","35.5000","0.2452","10000.0000","45.39173676","-75.69677625"
"4.500","0.3010","14","0.0000","0.0000","42.8995","144.6880","0.0000","33.6282","35.4620","0.2500","10000.0000","45.39173674","-75.69677629"
"4.550","0.2923","14","0.0000","0.0000","42.6602","156.0639","0.0000","33.6343","35.4120","0.2500","10000.0000","45.39173675","-75.69677636"
"4.600","0.2609","14","0.0000","0.0000","51.1391","53.6544","0.0000","33.6320","35.4000","0.2234","10000.0000","45.39173683","-75.69677645"
"4.650","0.2223","14","0.0000","0.0000","62.3713","-84.6872","0.0000","33.6270","35.4000","0.1884","10000.0000","45.39173694","-75.69677655"
"4.700","0.2031","14","0.0000","0.0000","64.9274","-34.0428","0.0000","33.6067","35.4000","0.1876","10000.0000","45.39173700","-75.69677657"
"4.750","0.1902","14","0.0000","0.0000","64.7437","76.2814","0.0000","33.5815","35.4000","0.1976","10000.0000","45.39173703","-75.69677657"
"4.800","0.1830","14","0.0000","0.0000","65.3853","121.0543","0.0000","33.5695","35.4000","0.2038","10000.0000","45.39173705","-75.69677660"
"4.850","0.1776","14","0.0000","0.0000","66.2877","145.1267","0.0000","33.5617","35.4000","0.2088","10000.0000","45.39173706","-75.69677665"
"4.900","0.2011","14","0.0000","0.0000","59.9191","125.0233","0.0000","33.5712","35.3620","0.2062","10000.0000","45.39173710","-75.69677662"
"4.950","0.2337","14","0.0000","0.0000","51.2545","90.9696","0.0000","33.5861","35.3120","0.2012","10000.0000","45.39173716","-75.69677658"
"5.000","0.2474","14","0.0000","0.0000","47.8394","76.8329","0.0000","33.5899","35.3000","0.2000","10000.0000","45.39173722","-75.69677655"
"5.050","0.2552","14","0.0000","0.0000","46.0820","68.9858","0.0000","33.5900","35.3000","0.2000","10000.0000","45.39173728","-75.69677654"
"5.100","0.2403","14","0.0000","0.0000","53.0348","-3.1944","0.0000","33.5921","35.3000","0.1924","10000.0000","45.39173733","-75.69677658"
"5.150","0.2183","14","0.0000","0.0000","62.7382","-95.6902","0.0000","33.5948","35.3000","0.1824","10000.0000","45.39173736","-75.69677664"
"5.200","0.2164","14","0.0000","0.0000","63.8882","-51.6645","0.0000","33.6041","35.3000","0.1838","10000.0000","45.39173739","-75.69677662"
"5.250","0.2208","14","0.0000","0.0000","62.3373","35.4734","0.0000","33.6155","35.3000","0.1888","10000.0000","45.39173742","-75.69677658"
"5.300","0.2113","14","0.0000","0.0000","66.9662","86.8683","0.0000","33.6156","35.3000","0.1938","10000.0000","45.39173745","-75.69677655"
"5.350","0.1972","14","0.0000","0.0000","73.5467","126.9760","0.0000","33.6122","35.3000","0.1988","10000.0000","45.39173748","-75.69677654"
"5.400","0.2313","14","0.0000","0.0000","60.6930","19.6942","0.0000","33.5995","35.2620","0.2228","10000.0000","45.39173750","-75.69677660"
"5.450","0.2806","14","0.0000","0.0000","41.7021","-134.1315","0.0000","33.5838","35.2120","0.2528","10000.0000","45.39173751","-75.69677670"
"5.500","0.2511","14","0.0000","0.0000","53.6751","-173.9452","0.0000","33.5887","35.2000","0.2334","10000.0000","45.39173753","-75.69677668"
"5.550","0.1966","14","0.0000","0.0000","75.4260","-177.7550","0.0000","33.6001","35.2000","0.1984","10000.0000","45.39173756","-75.69677664"
"5.600","0.2014","14","0.0000","0.0000","72.2271","-120.6268","0.0000","33.6024","35.2000","0.1938","10000.0000","45.39173766","-75.69677665"
"5.650","0.2249","14","0.0000","0.0000","61.1492","-44.2550","0.0000","33.6019","35.2000","0.1988","10000.0000","45.39173780","-75.69677668"
"5.700","0.2127","14","0.0000","0.0000","52.0763","-21.6692","0.0000","33.5654","35.2000","0.2152","10000.0000","45.39173787","-75.69677674"
"5.750","0.1892","14","0.0000","0.0000","43.6365","-16.0686","0.0000","33.5177","35.2000","0.2352","10000.0000","45.39173792","-75.69677682"
"5.800","0.2605","14","0.0000","0.0000","33.0338","-18.2038","0.0000","33.4971","35.2000","0.2552","10000.0000","45.39173801","-75.69677689"
"5.850","0.3618","14","0.0000","0.0000","21.7481","-22.7817","0.0000","33.4852","35.2000","0.2752","10000.0000","45.39173812","-75.69677697"
"5.900","0.4129","14","0.0000","0.0000","18.9595","-8.5180","0.0000","33.4850","35.2000","0.2686","10000.0000","45.39173817","-75.69677699"
"5.950","0.4483","14","0.0000","0.0000","18.8544","11.6958","0.0000","33.4886","35.2000","0.2536","10000.0000","45.39173821","-75.69677699"
"6.000","0.4925","14","0.0000","0.0000","19.4054","1.2039","0.0000","33.4828","35.2000","0.2576","10000.0000","45.39173822","-75.69677707"
"6.050","0.5394","14","0.0000","0.0000","20.1636","-18.9846","0.0000","33.4741","35.2000","0.2676","10000.0000","45.39173824","-75.69677718"
"6.100","0.5803","14","0.0000","0.0000","21.0101","-24.1633","0.0000","33.4939","35.2000","0.2700","10000.0000","45.39173824","-75.69677721"
"6.150","0.6194","14","0.0000","0.0000","21.8844","-24.6022","0.0000","33.5226","35.2000","0.2700","10000.0000","45.39173823","-75.69677721"
"6.200","0.5723","14","0.0000","0.0000","26.1357","-13.8798","0.0000","33.5434","35.1620","0.2624","10000.0000","45.39173825","-75.69677718"
"6.250","0.4981","14","0.0000","0.0000","31.4534","0.3672","0.0000","33.5618","35.1120","0.2524","10000.0000","45.39173828","-75.69677715"
"6.300","0.4988","14","0.0000","0.0000","30.9292","0.7528","0.0000","33.5518","35.1000","0.2538","10000.0000","45.39173836","-75.69677719"
"6.350","0.5232","14","0.0000","0.0000","28.5603","-3.2389","0.0000","33.5329","35.1000","0.2588","10000.0000","45.39173847","-75.69677725"
"6.400","0.4408","14","0.0000","0.0000","39.7133","-5.1290","0.0000","33.5257","35.1000","0.2372","10000.0000","45.39173847","-75.69677727"
"6.450","0.3247","14","0.0000","0.0000","55.1365","-6.3554","0.0000","33.5221","35.1000","0.2072","10000.0000","45.39173844","-75.69677727"
"6.500","0.2748","14","0.0000","0.0000","60.0184","61.0860","0.0000","33.4988","35.1000","0.2076","10000.0000","45.39173845","-75.69677731"
"6.550","0.2458","14","0.0000","0.0000","61.5715","150.2120","0.0000","33.4692","35.1000","0.2176","10000.0000","45.39173846","-75.69677738"
"6.600","0.2438","14","0.0000","0.0000","61.7839","123.9855","0.0000","33.4583","35.1000","0.2086","10000.0000","45.39173855","-75.69677746"
"6.650","0.2504","14","0.0000","0.0000","61.5728","61.3319","0.0000","33.4533","35.1000","0.1936","10000.0000","45.39173865","-75.69677755"
"6.700","0.2640","14","0.0000","0.0000","56.2700","13.5306","0.0000","33.4482","35.1000","0.2014","10000.0000","45.39173872","-75.69677766"
"6.750","0.2797","14","0.0000","0.0000","49.3592","-29.5805","0.0000","33.4431","35.1000","0.2164","10000.0000","45.39173876","-75.69677776"
"6.800","0.2763","14","0.0000","0.0000","55.5750","-4.5137","0.0000","33.4664","35.1000","0.2086","10000.0000","45.39173879","-75.69677779"
"6.850","0.2668","14","0.0000","0.0000","65.9359","42.0830","0.0000","33.4987","35.1000","0.1936","10000.0000","45.39173882","-75.69677779"
"6.900","0.2516","14","0.0000","0.0000","71.8529","-11.5855","0.0000","33.5051","35.1000","0.1862","10000.0000","45.39173884","-75.69677789"
"6.950","0.2346","14","0.0000","0.0000","76.3666","-96.9167","0.0000","33.5033","35.1000","0.1812","10000.0000","45.39173885","-75.69677801"
"7.000","0.3082","14","0.0000","0.0000","60.9596","-32.8938","0.0000","33.5122","35.1000","0.1952","10000.0000","45.39173887","-75.69677796"
"7.050","0.4105","14","0.0000","0.0000","39.2617","78.2936","0.0000","33.5245","35.1000","0.2152","10000.0000","45.39173889","-75.69677785"
"7.100","0.3739","14","0.0000","0.0000","45.7930","9.0094","0.0000","33.5203","35.1000","0.2124","10000.0000","45.39173896","-75.69677794"
"7.150","0.2935","14","0.0000","0.0000","61.2389","-117.2658","0.0000","33.5109","35.1000","0.2024","10000.0000","45.39173904","-75.69677810"
"7.200","0.2696","14","0.0000","0.0000","66.6842","-110.5750","0.0000","33.5167","35.1000","0.1962","10000.0000","45.39173913","-75.69677813"
"7.250","0.2635","14","0.0000","0.0000","68.9714","-61.8949","0.0000","33.5274","35.1000","0.1912","10000.0000","45.39173923","-75.69677813"
"7.300","0.2553","14","0.0000","0.0000","70.8484","-28.6222","0.0000","33.5322","35.1000","0.1900","10000.0000","45.39173933","-75.69677817"
"7.350","0.2463","14","0.0000","0.0000","72.5957","-0.2149","0.0000","33.5350","35.1000","0.1900","10000.0000","45.39173943","-75.69677821"
"7.400","0.2760","14","0.0000","0.0000","59.6398","-60.4915","0.0000","33.5020","35.1000","0.2166","10000.0000","45.39173947","-75.69677829"
"7.450","0.3179","14","0.0000","0.0000","42.0408","-148.7735","0.0000","33.4576","35.1000","0.2516","10000.0000","45.39173949","-75.69677838"
"7.500","0.2991","14","0.0000","0.0000","40.7078","-149.7192","0.0000","33.4431","35.1000","0.2334","10000.0000","45.39173958","-75.69677848"
"7.550","0.2611","14","0.0000","0.0000","44.5115","-123.0850","0.0000","33.4382","35.1000","0.1984","10000.0000","45.39173969","-75.69677857"
"7.600","0.2853","14","0.0000","0.0000","38.6768","-15.0705","0.0000","33.4291","35.0620","0.2242","10000.0000","45.39173974","-75.69677857"
"7.650","0.3291","14","0.0000","0.0000","29.7984","118.6429","0.0000","33.4187","35.0120","0.2692","10000.0000","45.39173977","-75.69677854"
"7.700","0.3282","14","0.0000","0.0000","23.4056","158.7369","0.0000","33.4019","35.0000","0.2838","10000.0000","45.39173986","-75.69677857"
"7.750","0.3133","14","0.0000","0.0000","17.7977","169.2668","0.0000","33.3830","35.0000","0.2888","10000.0000","45.39173997","-75.69677863"
"7.800","0.2413","14","0.0000","0.0000","38.3077","56.3901","0.0000","33.3780","35.0000","0.2520","10000.0000","45.39174010","-75.69677867"
"7.850","0.1514","14","0.0000","0.0000","67.0654","-95.4571","0.0000","33.3775","35.0000","0.2020","10000.0000","45.39174023","-75.69677870"
"7.900","0.1681","14","0.0000","0.0000","52.7051","-101.8111","0.0000","33.3624","35.0000","0.2090","10000.0000","45.39174040","-75.69677879"
"7.950","0.2184","14","0.0000","0.0000","24.7285","-62.2200","0.0000","33.3428","35.0000","0.2340","10000.0000","45.39174058","-75.69677890"
"8.000","0.1922","14","0.0000","0.0000","21.8208","-79.2984","0.0000","33.3183","35.0000","0.2248","10000.0000","45.39174065","-75.69677897"
"8.050","0.1419","14","0.0000","0.0000","26.8296","-114.2725","0.0000","33.2923","35.0000","0.2048","10000.0000","45.39174070","-75.69677903"
"8.100","0.2051","14","0.0000","0.0000","21.5255","-10.5274","0.0000","33.2980","35.0000","0.2342","10000.0000","45.39174070","-75.69677897"
"8.150","0.3042","14","0.0000","0.0000","12.9647","137.0237","0.0000","33.3136","35.0000","0.2792","10000.0000","45.39174068","-75.69677888"
"8.200","0.2614","14","0.0000","0.0000","16.5114","50.2071","0.0000","33.3110","35.0000","0.2748","10000.0000","45.39174079","-75.69677892"
"8.250","0.1738","14","0.0000","0.0000","23.8814","-110.6204","0.0000","33.3026","35.0000","0.2548","10000.0000","45.39174093","-75.69677899"
"8.300","0.1401","14","0.0000","0.0000","29.2880","-54.1498","0.0000","33.3094","35.0000","0.2310","10000.0000","45.39174103","-75.69677897"
"8.350","0.1234","14","0.0000","0.0000","34.0746","70.9411","0.0000","33.3209","35.0000","0.2060","10000.0000","45.39174111","-75.69677890"
"8.400","0.1173","14","0.0000","0.0000","35.5971","10.1895","0.0000","33.3118","35.0000","0.2114","10000.0000","45.39174115","-75.69677896"
"8.450","0.1145","14","0.0000","0.0000","36.0889","-109.2493","0.0000","33.2961","35.0000","0.2264","10000.0000","45.39174116","-75.69677905"
"8.500","0.1041","14","0.0000","0.0000","47.7199","-28.1635","0.0000","33.3064","35.0000","0.2300","10000.0000","45.39174123","-75.69677904"
"8.550","0.0913","14","0.0000","0.0000","62.8685","116.2459","0.0000","33.3250","35.0000","0.2300","10000.0000","45.39174132","-75.69677899"
"8.600","0.0957","14","0.0000","0.0000","61.6646","141.2437","0.0000","33.3401","35.0000","0.2224","10000.0000","45.39174139","-75.69677899"
"8.650","0.1056","14","0.0000","0.0000","55.2967","128.5325","0.0000","33.3542","35.0000","0.2124","10000.0000","45.39174145","-75.69677901"
"8.700","0.1281","13","0.0000","0.0000","46.2558","65.8235","0.0000","33.3657","35.0000","0.2176","10000.0000","45.39174154","-75.69677901"
"8.750","0.1546","13","0.0000","0.0000","36.3708","-12.6744","0.0000","33.3764","35.0000","0.2276","10000.0000","45.39174163","-75.69677901"
"8.800","0.1304","13","0.0000","0.0000","47.7682","-26.7853","0.0000","33.3618","35.0000","0.2148","10000.0000","45.39174171","-75.69677906"
"8.850","0.0902","13","0.0000","0.0000","65.8863","-20.5635","0.0000","33.3394","35.0000","0.1948","10000.0000","45.39174179","-75.69677912"
"8.900","0.1046","13","0.0000","0.0000","59.8406","-72.7359","0.0000","33.3393","35.0000","0.2090","10000.0000","45.39174181","-75.69677915"
"8.950","0.1364","13","0.0000","0.0000","46.1642","-143.3486","0.0000","33.3462","35.0000","0.2340","10000.0000","45.39174181","-75.69677916"
"9.000","0.1405","13","0.0000","0.0000","37.5289","-83.5037","0.0000","33.3421","35.0000","0.2248","10000.0000","45.39174186","-75.69677919"
"9.050","0.1358","13","0.0000","0.0000","30.4855","17.5383","0.0000","33.3344","35.0000","0.2048","10000.0000","45.39174193","-75.69677922"
"9.100","0.1609","13","0.0000","0.0000","31.9688","79.1754","0.0000","33.3523","35.0000","0.2228","10000.0000","45.39174192","-75.69677918"
"9.150","0.1954","13","0.0000","0.0000","36.1448","128.3689","0.0000","33.3784","35.0000","0.2528","10000.0000","45.39174187","-75.69677912"
"9.200","0.2637","13","0.0000","0.0000","30.4035","84.7236","0.0000","33.3810","35.0000","0.2638","10000.0000","45.39174199","-75.69677916"
"9.250","0.3428","13","0.0000","0.0000","21.5304","11.7608","0.0000","33.3761","35.0000","0.2688","10000.0000","45.39174216","-75.69677924"
