"Format","AiM CSV File"
"Session","PittRace"
"Vehicle","GG25"
"Racer","Jacob - James - Kobe"
"Championship","Pittsburgh"
"Comment",""
"Date","Saturday, August 2, 2025"
"Time","5:25 PM"
"Sample Rate","20"
"Duration","11"
"Segment","Session"
"Beacon Markers","11"
"Segment Times","0:11.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","0.8288","12","0.0000","0.0000","-47.8230","-109.1784","0.0000","332.1235","38.8000","0.2600","10000.0000","40.84885692","-80.34546435"
"0.050","0.8288","12","0.0000","0.0000","-47.8230","-109.1784","0.0000","332.1235","38.8000","0.2600","10000.0000","40.84885692","-80.34546435"
"0.100","0.8288","12","0.0000","0.0000","-47.8230","-109.1784","0.0000","332.1235","38.8000","0.2600","10000.0000","40.84885692","-80.34546435"
"0.150","0.8288","12","0.0000","0.0000","-47.8230","-109.1784","0.0000","332.1235","38.8000","0.2600","10000.0000","40.84885692","-80.34546435"
"0.200","0.8288","12","0.0000","0.0000","-47.8230","-109.1784","0.0000","332.1235","38.8000","0.2600","10000.0000","40.84885692","-80.34546435"
"0.250","0.8288","12","0.0000","0.0000","-47.8230","-109.1784","0.0000","332.1235","38.8000","0.2600","10000.0000","40.84885692","-80.34546435"
"0.300","0.8295","12","0.0000","0.0000","-47.3307","-108.2455","0.0000","332.1152","38.7770","0.2600","10000.0000","40.84885688","-80.34546440"
"0.350","0.8311","12","0.0000","0.0000","-46.2604","-106.2175","0.0000","332.0971","38.7270","0.2600","10000.0000","40.84885678","-80.34546451"
"0.400","0.6406","12","0.0000","0.0000","-35.1755","-80.9442","0.0000","332.0873","38.6770","0.2577","10000.0000","40.84885673","-80.34546456"
"0.450","0.2246","12","0.0000","0.0000","-12.3343","-28.3830","0.0000","332.0873","38.6270","0.2527","10000.0000","40.84885673","-80.34546456"
"0.500","0.2047","12","0.0000","0.0000","-9.2427","-24.9892","0.0000","332.0804","40.4170","0.2546","10000.0000","40.84885667","-80.34546464"
"0.550","0.6496","12","0.0000","0.0000","-29.3355","-79.3136","0.0000","332.0655","44.3670","0.2646","10000.0000","40.84885655","-80.34546482"
"0.600","0.8569","12","0.0000","0.0000","-42.4919","-110.6001","0.0000","332.0498","46.3620","0.2677","10000.0000","40.84885641","-80.34546491"
"0.650","0.7852","12","0.0000","0.0000","-47.5057","-114.8419","0.0000","332.0335","46.0620","0.2627","10000.0000","40.84885624","-80.34546491"
"0.700","0.7306","12","0.0000","0.0000","-50.6052","-112.8713","0.0000","332.0225","45.7620","0.2577","10000.0000","40.84885611","-80.34546483"
"0.750","0.6960","12","0.0000","0.0000","-51.4575","-103.6077","0.0000","332.0179","45.4620","0.2527","10000.0000","40.84885602","-80.34546466"
"0.800","0.6840","12","0.0000","0.0000","-49.9460","-90.5412","0.0000","332.0075","45.1850","0.2500","10000.0000","40.84885599","-80.34546452"
"0.850","0.6985","12","0.0000","0.0000","-45.6594","-73.0104","0.0000","331.9904","44.9350","0.2500","10000.0000","40.84885600","-80.34546443"
