"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GGR25"
"Racer","Faran"
"Championship",""
"Comment",""
"Date","Saturday, September 20, 2025"
"Time","3:49 PM"
"Sample Rate","20"
"Duration","50"
"Segment","Session"
"Beacon Markers","50"
"Segment Times","0:50.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","0.2305","15","0.0000","0.0000","-22.8417","24.5453","0.0000","29.9179","31.4000","0.2200","10000.0000","45.39187944","-75.69703898"
"0.050","0.2305","15","0.0000","0.0000","-22.8417","24.5453","0.0000","29.9179","31.4000","0.2200","10000.0000","45.39187944","-75.69703898"
"0.100","0.2305","15","0.0000","0.0000","-22.8417","24.5453","0.0000","29.9179","31.4000","0.2200","10000.0000","45.39187944","-75.69703898"
"0.150","0.2305","15","0.0000","0.0000","-22.8417","24.5453","0.0000","29.9179","31.4000","0.2200","10000.0000","45.39187944","-75.69703898"
"0.200","0.2305","15","0.0000","0.0000","-22.8417","24.5453","0.0000","29.9179","31.4000","0.2200","10000.0000","45.39187944","-75.69703898"
"0.250","0.2272","15","0.0000","0.0000","-22.7555","9.9965","0.0000","29.9178","31.3910","0.2209","10000.0000","45.39187945","-75.69703898"
"0.300","0.2089","15","0.0000","0.0000","-22.2766","-70.8303","0.0000","29.9171","31.3410","0.2259","10000.0000","45.39187952","-75.69703903"
"0.350","0.1856","15","0.0000","0.0000","-23.2576","-128.3527","0.0000","29.9150","31.3000","0.2246","10000.0000","45.39187961","-75.69703908"
"0.400","0.1396","15","0.0000","0.0000","-30.8891","-79.7111","0.0000","29.9066","31.3000","0.1946","10000.0000","45.39187975","-75.69703916"
"0.450","0.1024","15","0.0000","0.0000","-37.6632","-34.4673","0.0000","29.9000","31.2910","0.1718","10000.0000","45.39187988","-75.69703920"
"0.500","0.1055","15","0.0000","0.0000","-40.5307","-4.7028","0.0000","29.9011","31.2410","0.1818","10000.0000","45.39188000","-75.69703911"
"0.550","0.1258","15","0.0000","0.0000","-39.8754","26.9173","0.0000","29.9037","31.1910","0.1900","10000.0000","45.39188012","-75.69703901"
"0.600","0.2245","15","0.0000","0.0000","-23.1719","66.9907","0.0000","29.9127","31.1410","0.1900","10000.0000","45.39188023","-75.69703887"
"0.650","0.2859","14","0.0000","0.0000","-10.3883","89.7953","0.0000","29.9194","31.1000","0.1909","10000.0000","45.39188034","-75.69703876"
"0.700","0.1773","14","0.0000","0.0000","-15.4616","33.9310","0.0000","29.9153","31.1000","0.1959","10000.0000","45.39188044","-75.69703879"
"0.750","0.0905","14","0.0000","0.0000","-21.1144","-7.0210","0.0000","29.9101","31.0910","0.2009","10000.0000","45.39188054","-75.69703881"
"0.800","0.1033","14","0.0000","0.0000","-29.4071","19.9604","0.0000","29.8999","31.0410","0.2059","10000.0000","45.39188063","-75.69703876"
"0.850","0.1274","14","0.0000","0.0000","-34.1592","52.9099","0.0000","29.8902","30.9910","0.2109","10000.0000","45.39188071","-75.69703872"
