"Format","AiM CSV File"
"Session","PittRace"
"Vehicle","GG25"
"Racer","Jacob - James - Kobe"
"Championship","Pittsburgh"
"Comment",""
"Date","Friday, August 1, 2025"
"Time","2:59 PM"
"Sample Rate","20"
"Duration","79"
"Segment","Session"
"Beacon Markers","79"
"Segment Times","1:19.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg"

"0.000","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.050","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.100","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.150","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.200","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.250","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.300","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.350","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.400","0.8178","15","0.0000","0.0000","61.1180","-68.8794","0.0000","323.1534","31.8000","0.2700","10000.0000","40.84873333","-80.34558304"
"0.450","0.8245","15","0.0000","0.0000","61.3825","-74.2999","0.0000","323.1719","31.8210","0.2616","10000.0000","40.84873328","-80.34558303"
"0.500","0.8404","15","0.0000","0.0000","62.0123","-87.2060","0.0000","323.2161","31.8710","0.2416","10000.0000","40.84873318","-80.34558299"
"0.550","0.8409","15","0.0000","0.0000","64.1467","-102.9097","0.0000","323.2515","31.9000","0.2237","10000.0000","40.84873309","-80.34558291"
"0.600","0.8202","15","0.0000","0.0000","68.3586","-122.4767","0.0000","323.2749","31.9000","0.2087","10000.0000","40.84873303","-80.34558277"
"0.650","0.8090","15","0.0000","0.0000","72.0848","-101.4828","0.0000","323.3065","31.9210","0.2042","10000.0000","40.84873305","-80.34558264"
"0.700","0.8110","15","0.0000","0.0000","75.1404","-24.4763","0.0000","323.3495","31.9710","0.2142","10000.0000","40.84873319","-80.34558250"
"0.750","0.8215","15","0.0000","0.0000","76.3263","23.3000","0.0000","323.3897","32.0000","0.2200","10000.0000","40.84873330","-80.34558237"
"0.800","0.8436","15","0.0000","0.0000","74.9300","30.7107","0.0000","323.4261","32.0000","0.2200","10000.0000","40.84873338","-80.34558223"
"0.850","0.8584","15","0.0000","0.0000","73.0462","30.6182","0.0000","323.4516","32.0210","0.2242","10000.0000","40.84873344","-80.34558216"
